order_id,order_date,customer_id,order_value,payment_type,warehouse,order_status
ORD4906,2024-04-24,4028,62.5,Credit Card,Delhi,Delivered
ORD4907,2024-03-06,1519,288.11,UPI,Hyderabad,Delivered
ORD4908,2024-02-13,1089,195.23,Credit Card,Mumbai,Delivered
ORD4909,2024-04-01,5815,255.64,Wallet,Bangalore,Delivered
ORD4910,2024-04-27,3851,166.62,Wallet,Bangalore,Delivered
ORD4911,2024-04-11,3843,130.14,UPI,Delhi,Delivered
ORD4912,2024-06-07,5725,293.38,Credit Card,Bangalore,Delivered
ORD4913,2024-02-20,2884,178.82,Credit Card,Delhi,Delayed
ORD4914,2024-02-10,5171,261.39,Wallet,Bangalore,Delivered
ORD4915,2024-04-30,1925,286.45,Credit Card,Bangalore,Delivered
ORD4916,2024-01-20,4734,205.85,COD,Delhi,Delivered
ORD4917,2024-02-28,1969,169.19,Credit Card,Mumbai,Delivered
ORD4918,2024-06-10,2094,11.02,Wallet,Hyderabad,Delivered
ORD4919,2024-06-29,4195,21.61,COD,Delhi,Delayed
ORD4920,2024-01-01,2404,68.25,COD,Mumbai,Delivered
ORD4921,2024-01-25,4364,63.94,Credit Card,Mumbai,Delivered
ORD4922,2024-05-08,5290,83.88,Wallet,Delhi,Delayed
ORD4923,2024-06-15,4982,98.43,Wallet,Hyderabad,Delivered
ORD4924,2024-04-26,5323,114.42,Wallet,Delhi,Delivered
ORD4925,2024-02-04,5013,131.96,COD,Bangalore,Delivered
ORD4926,2024-04-12,5556,38.67,Wallet,Bangalore,Delivered
ORD4927,2024-02-07,5713,22.28,COD,Mumbai,Delayed
ORD4928,2024-04-19,4092,205.44,COD,Bangalore,Delivered
ORD4929,2024-05-16,5159,165.83,UPI,Hyderabad,Delivered
ORD4930,2024-03-31,3074,138.8,Credit Card,Delhi,Delivered
ORD4931,2024-04-17,1284,193.99,Wallet,Hyderabad,Delivered
ORD4932,2024-06-14,5933,250.03,COD,Mumbai,Delivered
ORD4933,2024-06-11,5926,134.03,Credit Card,Bangalore,Delayed
ORD4934,2024-02-24,2187,195.92,COD,Bangalore,Delivered
ORD4935,2024-01-14,4969,286.54,Credit Card,Delhi,Delivered
ORD4936,2024-03-23,3965,253.49,COD,Hyderabad,Delivered
ORD4937,2024-06-20,5319,133.54,Wallet,Hyderabad,Delayed
ORD4938,2024-01-06,1783,196.97,UPI,Delhi,Delivered
ORD4939,2024-04-24,1949,61.35,UPI,Bangalore,Delivered
ORD4940,2024-03-17,4939,172.55,UPI,Mumbai,Delivered
ORD4941,2024-04-13,1044,294.59,COD,Mumbai,Delivered
ORD4942,2024-05-06,2810,160.31,Credit Card,Delhi,Delivered
ORD4943,2024-05-18,5566,279.02,Wallet,Delhi,Delayed
ORD4944,2024-03-04,3081,128.13,Wallet,Delhi,Delivered
ORD4945,2024-05-04,4498,299.66,COD,Hyderabad,Delivered
ORD4946,2024-04-08,1829,177.97,UPI,Bangalore,Delivered
ORD4947,2024-05-03,2909,22.26,COD,Bangalore,Delayed
ORD4948,2024-02-24,3581,180.16,Credit Card,Delhi,Delivered
ORD4949,2024-06-17,1691,89.63,UPI,Mumbai,Delivered
ORD4950,2024-02-21,5019,19.42,COD,Hyderabad,Delivered
ORD4951,2024-02-21,1931,248.05,Credit Card,Delhi,Delivered
ORD4952,2024-05-08,5936,89.96,UPI,Hyderabad,Delivered
ORD4953,2024-05-10,4406,241.0,Wallet,Delhi,Delivered
ORD4954,2024-01-26,1147,93.58,Credit Card,Hyderabad,Delivered
ORD4955,2024-03-29,2032,66.35,Wallet,Mumbai,Delivered
ORD4956,2024-05-27,2311,292.44,Credit Card,Mumbai,Delivered
ORD4957,2024-02-03,1387,114.88,UPI,Mumbai,Delayed
ORD4958,2024-01-16,4121,184.4,COD,Mumbai,Delivered
ORD4959,2024-04-09,2873,186.89,COD,Bangalore,Delivered
ORD4960,2024-02-13,4588,172.54,COD,Bangalore,Delivered
ORD4961,2024-03-01,1915,275.26,COD,Hyderabad,Delivered
ORD4962,2024-01-15,2878,205.59,Credit Card,Delhi,Delivered
ORD4963,2024-01-24,4748,127.08,COD,Bangalore,Delivered
ORD4964,2024-01-22,1277,260.09,COD,Delhi,Delivered
ORD4965,2024-03-17,2977,62.51,Credit Card,Hyderabad,Delivered
ORD4966,2024-02-16,2859,167.83,Credit Card,Delhi,Delivered
ORD4967,2024-01-26,4036,285.66,UPI,Mumbai,Delivered
ORD4968,2024-02-01,4371,191.37,Credit Card,Mumbai,Delivered
ORD4969,2024-03-19,5713,246.92,Wallet,Bangalore,Delivered
ORD4970,2024-06-03,3182,199.53,UPI,Hyderabad,Delivered
ORD4971,2024-03-14,5675,253.42,UPI,Bangalore,Delivered
ORD4972,2024-05-06,2170,283.9,COD,Bangalore,Delivered
ORD4973,2024-05-21,1489,89.15,COD,Bangalore,Delivered
ORD4974,2024-02-28,3525,59.2,Wallet,Hyderabad,Delayed
ORD4975,2024-05-28,2182,150.36,COD,Mumbai,Delivered
ORD4976,2024-04-30,5479,213.54,Credit Card,Mumbai,Delivered
ORD4977,2024-05-23,5258,75.89,Credit Card,Bangalore,Delivered
ORD4978,2024-02-23,3488,11.19,COD,Delhi,Delivered
ORD4979,2024-04-24,2876,109.45,COD,Mumbai,Delivered
ORD4980,2024-05-14,3462,290.97,Credit Card,Mumbai,Delivered
ORD4981,2024-02-11,2630,211.54,UPI,Hyderabad,Delayed
ORD4982,2024-06-17,1287,126.38,Wallet,Mumbai,Delivered
ORD4983,2024-05-04,5282,65.85,Wallet,Mumbai,Cancelled
ORD4984,2024-03-15,2907,113.27,UPI,Bangalore,Delivered
ORD4985,2024-06-25,2161,59.25,Wallet,Bangalore,Delivered
ORD4986,2024-06-10,1129,40.83,COD,Hyderabad,Delivered
ORD4987,2024-04-13,3363,272.96,COD,Hyderabad,Delivered
ORD4988,2024-05-06,1143,299.32,COD,Delhi,Delayed
ORD4989,2024-04-18,1015,57.59,Wallet,Mumbai,Delivered
ORD4990,2024-04-11,1244,25.81,UPI,Bangalore,Delivered
ORD4991,2024-04-15,1926,105.62,COD,Bangalore,Delivered
ORD4992,2024-04-05,4178,143.88,UPI,Mumbai,Delivered
ORD4993,2024-05-25,3176,69.4,Credit Card,Hyderabad,Delivered
ORD4994,2024-03-11,1886,97.41,Credit Card,Bangalore,Delivered
ORD4995,2024-01-10,1340,68.25,Credit Card,Hyderabad,Delivered
ORD4996,2024-01-16,3051,234.54,Wallet,Bangalore,Cancelled
ORD4997,2024-05-23,4398,216.65,Wallet,Bangalore,Delivered
ORD4998,2024-04-08,4950,194.14,COD,Delhi,Delivered
ORD4999,2024-02-13,1305,122.29,Credit Card,Bangalore,Delivered
ORD5000,2024-04-07,1907,273.62,UPI,Mumbai,Delayed
ORD5001,2024-01-23,3654,291.16,Wallet,Mumbai,Delivered
ORD5002,2024-01-08,4792,60.36,UPI,Mumbai,Delayed
ORD5003,2024-04-21,5042,74.67,UPI,Hyderabad,Delivered
ORD5004,2024-04-09,2371,162.43,COD,Bangalore,Delivered
ORD5005,2024-03-22,1320,36.46,COD,Hyderabad,Delivered
ORD5006,2024-05-28,5654,136.57,UPI,Delhi,Cancelled
ORD5007,2024-01-04,5059,178.72,UPI,Bangalore,Delivered
ORD5008,2024-06-13,2131,161.4,UPI,Mumbai,Delivered
ORD5009,2024-01-05,3578,105.96,UPI,Delhi,Delivered
ORD5010,2024-01-26,5042,167.31,Credit Card,Delhi,Delivered
ORD5011,2024-05-18,4367,288.05,UPI,Bangalore,Delivered
ORD5012,2024-01-03,1817,69.75,Wallet,Mumbai,Delayed
ORD5013,2024-05-14,1011,199.9,COD,Hyderabad,Delayed
ORD5014,2024-02-29,1194,22.59,Wallet,Bangalore,Delayed
ORD5015,2024-05-19,3537,29.26,COD,Mumbai,Delivered
ORD5016,2024-02-22,3842,170.03,COD,Delhi,Delivered
ORD5017,2024-01-22,3229,40.43,COD,Bangalore,Delivered
ORD5018,2024-02-29,4009,16.48,Wallet,Delhi,Delivered
ORD5019,2024-06-11,5751,59.74,COD,Mumbai,Delayed
ORD5020,2024-05-30,3077,173.81,UPI,Hyderabad,Delivered
ORD5021,2024-03-07,4867,213.97,UPI,Hyderabad,Delayed
ORD5022,2024-01-26,5873,68.72,Credit Card,Delhi,Delayed
ORD5023,2024-03-20,1443,203.8,Credit Card,Delhi,Delivered
ORD5024,2024-03-06,1297,62.92,Credit Card,Delhi,Delivered
ORD5025,2024-03-07,5903,187.9,UPI,Bangalore,Delivered
ORD5026,2024-06-12,1844,129.47,Wallet,Mumbai,Delivered
ORD5027,2024-06-27,2015,199.6,Credit Card,Delhi,Delivered
ORD5028,2024-05-09,2384,298.57,UPI,Delhi,Delayed
ORD5029,2024-01-07,2397,281.97,COD,Delhi,Delivered
ORD5030,2024-05-15,1553,11.24,Wallet,Hyderabad,Delivered
ORD5031,2024-05-26,3350,266.78,Wallet,Delhi,Delivered
ORD5032,2024-05-20,5516,29.28,UPI,Mumbai,Delayed
ORD5033,2024-05-20,2269,286.38,UPI,Hyderabad,Delivered
ORD5034,2024-04-27,2260,91.73,COD,Mumbai,Delivered
ORD5035,2024-04-14,1184,120.79,COD,Hyderabad,Delivered
ORD5036,2024-04-26,5563,36.58,COD,Hyderabad,Delivered
ORD5037,2024-05-28,3410,42.56,Wallet,Bangalore,Delivered
ORD5038,2024-06-13,5431,220.75,Wallet,Hyderabad,Delivered
ORD5039,2024-05-12,3209,283.86,Credit Card,Hyderabad,Delivered
ORD5040,2024-04-14,4672,187.12,Credit Card,Mumbai,Delayed
ORD5041,2024-04-18,5683,217.6,Credit Card,Mumbai,Delivered
ORD5042,2024-06-06,2881,230.97,Wallet,Delhi,Delivered
ORD5043,2024-01-07,5296,86.22,COD,Bangalore,Delivered
ORD5044,2024-05-23,1521,23.12,Credit Card,Hyderabad,Delivered
ORD5045,2024-05-04,2887,10.54,COD,Bangalore,Delivered
ORD5046,2024-05-25,3552,111.69,COD,Delhi,Delivered
ORD5047,2024-04-27,4809,80.02,COD,Bangalore,Delayed
ORD5048,2024-04-17,5883,28.07,Credit Card,Hyderabad,Delivered
ORD5049,2024-06-23,5155,62.06,Credit Card,Mumbai,Delivered
ORD5050,2024-03-23,5673,46.1,COD,Bangalore,Delivered
ORD5051,2024-03-25,5416,275.31,Credit Card,Hyderabad,Delivered
ORD5052,2024-03-06,4479,50.68,UPI,Delhi,Delayed
ORD5053,2024-02-09,2409,165.92,Credit Card,Hyderabad,Delivered
ORD5054,2024-06-17,2694,182.0,COD,Bangalore,Delivered
ORD5055,2024-05-09,5664,167.61,COD,Hyderabad,Delivered
ORD5056,2024-01-19,1526,38.73,Wallet,Hyderabad,Delayed
ORD5057,2024-01-13,3660,102.45,Wallet,Bangalore,Delivered
ORD5058,2024-06-19,3172,24.87,COD,Bangalore,Delivered
ORD5059,2024-06-17,5966,124.74,UPI,Delhi,Delivered
ORD5060,2024-03-05,1279,64.69,Wallet,Hyderabad,Delayed
ORD5061,2024-04-07,3964,172.87,COD,Mumbai,Delayed
ORD5062,2024-03-21,4977,210.91,Wallet,Bangalore,Delivered
ORD5063,2024-02-20,3669,164.31,Wallet,Hyderabad,Delayed
ORD5064,2024-04-27,3893,135.93,COD,Mumbai,Delivered
ORD5065,2024-02-27,2751,122.33,Credit Card,Mumbai,Delivered
ORD5066,2024-02-08,4981,254.09,UPI,Hyderabad,Delivered
ORD5067,2024-01-01,5769,73.62,Credit Card,Hyderabad,Delayed
ORD5068,2024-05-07,3361,222.92,COD,Hyderabad,Delivered
ORD5069,2024-06-09,5427,229.67,COD,Mumbai,Delivered
ORD5070,2024-02-11,5131,131.57,UPI,Hyderabad,Delivered
ORD5071,2024-01-24,2708,96.22,COD,Bangalore,Delayed
ORD5072,2024-03-01,3686,146.46,Wallet,Mumbai,Delivered
ORD5073,2024-04-25,3895,37.03,UPI,Bangalore,Delivered
ORD5074,2024-04-07,5535,23.32,Credit Card,Bangalore,Delivered
ORD5075,2024-01-05,3776,42.36,UPI,Hyderabad,Delivered
ORD5076,2024-03-08,2119,64.27,Credit Card,Bangalore,Delivered
ORD5077,2024-06-03,3988,156.21,COD,Hyderabad,Delivered
ORD5078,2024-02-18,5259,256.25,Credit Card,Mumbai,Cancelled
ORD5079,2024-04-24,5243,78.34,Credit Card,Bangalore,Delivered
ORD5080,2024-06-15,1194,281.2,Credit Card,Hyderabad,Delivered
ORD5081,2024-06-11,1662,286.92,UPI,Delhi,Delivered
ORD5082,2024-04-28,1479,288.08,Wallet,Hyderabad,Delivered
ORD5083,2024-06-18,5218,252.89,Credit Card,Delhi,Delivered
ORD5084,2024-03-13,2423,115.51,UPI,Hyderabad,Delayed
ORD5085,2024-03-23,3708,31.08,UPI,Delhi,Delivered
ORD5086,2024-02-06,4175,174.96,Wallet,Bangalore,Delayed
ORD5087,2024-03-21,4814,172.02,UPI,Delhi,Delivered
ORD5088,2024-03-31,3014,256.49,COD,Bangalore,Cancelled
ORD5089,2024-04-18,4789,298.84,COD,Bangalore,Delivered
ORD5090,2024-05-10,5805,157.37,COD,Hyderabad,Delivered
ORD5091,2024-01-31,3443,110.11,Wallet,Bangalore,Delivered
ORD5092,2024-02-20,1911,63.91,UPI,Mumbai,Cancelled
ORD5093,2024-03-28,4213,11.39,COD,Delhi,Delivered
ORD5094,2024-02-07,3364,157.64,Credit Card,Hyderabad,Delivered
ORD5095,2024-05-23,4629,171.1,UPI,Bangalore,Delivered
ORD5096,2024-02-13,4472,249.23,COD,Delhi,Delayed
ORD5097,2024-01-29,1680,156.33,UPI,Delhi,Delivered
ORD5098,2024-04-24,5651,275.78,COD,Mumbai,Delivered
ORD5099,2024-04-11,1609,192.14,Credit Card,Delhi,Delayed
ORD5100,2024-05-25,3156,253.7,UPI,Hyderabad,Delayed
ORD5101,2024-03-20,4866,53.01,COD,Hyderabad,Delivered
ORD5102,2024-06-01,1371,258.05,COD,Bangalore,Cancelled
ORD5103,2024-05-21,1615,205.79,Credit Card,Bangalore,Delivered
ORD5104,2024-05-03,3253,59.37,Credit Card,Hyderabad,Delivered
ORD5105,2024-05-14,5942,65.03,COD,Delhi,Delivered
ORD5106,2024-04-15,5138,278.69,COD,Delhi,Delivered
ORD5107,2024-02-25,1864,19.34,Wallet,Mumbai,Delayed
ORD5108,2024-04-05,2268,144.14,Wallet,Bangalore,Delayed
ORD5109,2024-04-19,1784,100.91,UPI,Delhi,Delivered
ORD5110,2024-06-09,5571,202.87,UPI,Delhi,Delivered
ORD5111,2024-04-11,5178,253.49,Wallet,Bangalore,Delivered
ORD5112,2024-06-22,3237,114.51,COD,Hyderabad,Delivered
ORD5113,2024-03-08,5054,133.8,Credit Card,Delhi,Delivered
ORD5114,2024-04-24,5895,294.76,UPI,Mumbai,Delayed
ORD5115,2024-02-17,1935,237.34,COD,Delhi,Delivered
ORD5116,2024-06-07,4980,270.19,Credit Card,Delhi,Delivered
ORD5117,2024-03-03,3338,137.24,Credit Card,Mumbai,Delivered
ORD5118,2024-03-28,1325,77.88,COD,Hyderabad,Delivered
ORD5119,2024-05-16,2534,129.44,COD,Mumbai,Delivered
ORD5120,2024-02-28,4480,217.67,UPI,Mumbai,Delivered
ORD5121,2024-02-11,4861,41.73,Wallet,Bangalore,Delivered
ORD5122,2024-03-31,2985,88.44,COD,Delhi,Delivered
ORD5123,2024-04-30,5932,23.52,Wallet,Hyderabad,Delivered
ORD5124,2024-01-18,5603,135.38,UPI,Delhi,Delivered
ORD5125,2024-03-06,3778,249.96,Wallet,Hyderabad,Delivered
ORD5126,2024-05-15,2270,17.15,Wallet,Mumbai,Delayed
ORD5127,2024-01-18,1640,205.84,Credit Card,Bangalore,Delivered
ORD5128,2024-03-20,5703,280.42,UPI,Mumbai,Delivered
ORD5129,2024-05-15,5078,78.71,COD,Delhi,Delivered
ORD5130,2024-03-18,5661,211.15,Wallet,Bangalore,Delivered
ORD5131,2024-03-09,2367,292.78,UPI,Bangalore,Delivered
ORD5132,2024-06-29,5042,289.06,Credit Card,Delhi,Delivered
ORD5133,2024-01-30,3575,78.13,Credit Card,Hyderabad,Delayed
ORD5134,2024-01-17,4603,39.1,Wallet,Bangalore,Delivered
ORD5135,2024-06-25,2581,53.0,Wallet,Hyderabad,Delivered
ORD5136,2024-05-23,2986,213.59,COD,Hyderabad,Delivered
ORD5137,2024-01-15,3240,220.47,UPI,Hyderabad,Delivered
ORD5138,2024-05-16,4966,205.53,COD,Bangalore,Delivered
ORD5139,2024-02-21,3105,107.46,COD,Mumbai,Cancelled
ORD5140,2024-02-25,1128,59.24,Credit Card,Bangalore,Delivered
ORD5141,2024-04-26,5801,178.42,UPI,Mumbai,Delayed
ORD5142,2024-04-15,4996,150.27,COD,Bangalore,Delivered
ORD5143,2024-01-20,1851,221.36,Credit Card,Mumbai,Delivered
ORD5144,2024-04-05,5103,137.99,Wallet,Mumbai,Delivered
ORD5145,2024-06-29,3076,108.21,COD,Bangalore,Delivered
ORD5146,2024-04-13,3994,95.11,Wallet,Hyderabad,Delivered
ORD5147,2024-05-02,4744,71.33,UPI,Hyderabad,Delivered
ORD5148,2024-03-19,3756,87.07,COD,Mumbai,Delayed
ORD5149,2024-06-28,2644,37.5,Wallet,Delhi,Cancelled
ORD5150,2024-02-25,5371,110.59,Wallet,Delhi,Delivered
ORD5151,2024-04-14,4144,20.61,UPI,Bangalore,Delivered
ORD5152,2024-01-27,1242,64.06,Credit Card,Bangalore,Delivered
ORD5153,2024-02-23,5085,226.56,Credit Card,Bangalore,Delivered
ORD5154,2024-04-04,1170,104.39,COD,Delhi,Delayed
ORD5155,2024-01-31,1652,203.79,Wallet,Hyderabad,Delivered
ORD5156,2024-03-13,4512,217.9,Credit Card,Bangalore,Delivered
ORD5157,2024-01-19,2499,178.54,COD,Bangalore,Delivered
ORD5158,2024-04-27,3099,288.02,Wallet,Hyderabad,Delivered
ORD5159,2024-03-23,3158,16.22,COD,Mumbai,Delivered
ORD5160,2024-06-06,2972,224.21,UPI,Bangalore,Delayed
ORD5161,2024-05-16,4925,288.05,COD,Delhi,Delivered
ORD5162,2024-06-22,3258,260.06,UPI,Delhi,Delivered
ORD5163,2024-03-12,5039,58.69,Wallet,Bangalore,Delivered
ORD5164,2024-05-22,3035,104.78,Wallet,Delhi,Delivered
ORD5165,2024-03-04,4271,60.01,Wallet,Hyderabad,Delivered
ORD5166,2024-01-27,1857,184.38,COD,Mumbai,Delayed
ORD5167,2024-04-24,4823,216.53,Wallet,Mumbai,Delayed
ORD5168,2024-04-08,2049,101.95,Wallet,Bangalore,Delivered
ORD5169,2024-06-11,4990,166.46,UPI,Bangalore,Delayed
ORD5170,2024-01-07,1298,210.37,Wallet,Mumbai,Delivered
ORD5171,2024-02-14,1923,132.19,Wallet,Mumbai,Delayed
ORD5172,2024-06-10,5232,257.66,Wallet,Bangalore,Delivered
ORD5173,2024-05-27,5306,233.75,Credit Card,Delhi,Delivered
ORD5174,2024-03-15,3799,28.75,Wallet,Bangalore,Cancelled
ORD5175,2024-06-11,5875,190.13,COD,Hyderabad,Delivered
ORD5176,2024-01-30,5062,78.24,UPI,Bangalore,Delayed
ORD5177,2024-04-20,5045,171.68,Wallet,Bangalore,Delivered
ORD5178,2024-06-27,2802,287.5,COD,Bangalore,Delayed
ORD5179,2024-06-13,3713,264.93,UPI,Bangalore,Delivered
ORD5180,2024-01-27,5506,127.31,UPI,Bangalore,Delivered
ORD5181,2024-02-17,3853,94.54,COD,Bangalore,Delivered
ORD5182,2024-06-28,3657,77.98,COD,Delhi,Delivered
ORD5183,2024-01-08,5522,164.43,Credit Card,Bangalore,Delayed
ORD5184,2024-06-14,4346,43.13,Credit Card,Mumbai,Delivered
ORD5185,2024-06-08,2471,169.29,Wallet,Bangalore,Delayed
ORD5186,2024-02-02,3949,10.39,Credit Card,Delhi,Delivered
ORD5187,2024-05-10,1941,103.92,COD,Hyderabad,Delayed
ORD5188,2024-01-11,2907,73.78,Credit Card,Mumbai,Delivered
ORD5189,2024-01-06,5837,291.65,UPI,Bangalore,Delivered
ORD5190,2024-01-07,2243,220.9,COD,Bangalore,Delivered
ORD5191,2024-01-26,5423,111.4,Wallet,Mumbai,Cancelled
ORD5192,2024-05-19,2466,36.93,UPI,Bangalore,Delivered
ORD5193,2024-06-28,4957,159.87,UPI,Delhi,Delivered
ORD5194,2024-04-26,2966,71.9,UPI,Bangalore,Delivered
ORD5195,2024-06-25,1375,165.56,COD,Hyderabad,Delivered
ORD5196,2024-05-29,1262,252.26,COD,Delhi,Delayed
ORD5197,2024-06-24,5362,188.58,Wallet,Bangalore,Delivered
ORD5198,2024-06-04,4388,193.8,Credit Card,Hyderabad,Delivered
ORD5199,2024-03-24,4395,166.9,Credit Card,Mumbai,Delayed
ORD5200,2024-06-10,2944,278.91,Credit Card,Delhi,Delivered
ORD5201,2024-01-20,2893,280.25,Credit Card,Bangalore,Delayed
ORD5202,2024-04-04,4634,158.69,UPI,Bangalore,Delivered
ORD5203,2024-01-18,2652,98.67,COD,Mumbai,Cancelled
ORD5204,2024-06-21,5141,143.28,Credit Card,Mumbai,Delivered
ORD5205,2024-01-21,4892,64.1,UPI,Delhi,Delivered
ORD5206,2024-05-18,1599,194.54,COD,Delhi,Delivered
ORD5207,2024-05-30,5815,155.03,COD,Delhi,Delivered
ORD5208,2024-06-13,2912,39.96,COD,Bangalore,Delivered
ORD5209,2024-03-04,2292,67.32,UPI,Bangalore,Delivered
ORD5210,2024-03-13,1600,149.09,Credit Card,Delhi,Delivered
ORD5211,2024-02-14,1380,267.4,COD,Bangalore,Delivered
ORD5212,2024-02-10,5213,174.25,UPI,Mumbai,Cancelled
ORD5213,2024-03-07,4637,207.65,COD,Hyderabad,Delivered
ORD5214,2024-04-16,3163,108.32,Wallet,Bangalore,Delivered
ORD5215,2024-05-29,5355,175.71,Wallet,Delhi,Delivered
ORD5216,2024-05-07,2098,139.74,UPI,Bangalore,Delivered
ORD5217,2024-02-11,1365,201.15,Credit Card,Mumbai,Delivered
ORD5218,2024-02-14,3570,24.67,Credit Card,Delhi,Cancelled
ORD5219,2024-06-11,4419,153.06,COD,Hyderabad,Delayed
ORD5220,2024-01-15,3476,95.84,Credit Card,Delhi,Delivered
ORD5221,2024-03-29,1790,104.59,Credit Card,Delhi,Delivered
ORD5222,2024-04-18,4569,288.67,Wallet,Delhi,Delivered
ORD5223,2024-06-22,1746,62.98,UPI,Bangalore,Delivered
ORD5224,2024-01-12,1312,100.26,Wallet,Hyderabad,Delivered
ORD5225,2024-03-07,5633,157.87,UPI,Mumbai,Delayed
ORD5226,2024-06-10,1920,260.28,COD,Bangalore,Delivered
ORD5227,2024-06-03,2077,130.83,Wallet,Hyderabad,Delayed
ORD5228,2024-02-20,3829,225.72,UPI,Hyderabad,Delivered
ORD5229,2024-06-09,3381,258.35,Credit Card,Bangalore,Delivered
ORD5230,2024-03-07,4618,99.9,UPI,Delhi,Delayed
ORD5231,2024-04-28,1797,123.9,Credit Card,Hyderabad,Delivered
ORD5232,2024-03-22,5443,113.4,COD,Mumbai,Delivered
ORD5233,2024-06-11,1272,251.53,Credit Card,Bangalore,Delivered
ORD5234,2024-01-06,4010,22.86,UPI,Hyderabad,Delivered
ORD5235,2024-04-22,5815,99.44,Wallet,Mumbai,Delivered
ORD5236,2024-06-16,2773,207.03,UPI,Mumbai,Delivered
ORD5237,2024-04-18,3547,173.98,Wallet,Mumbai,Delivered
ORD5238,2024-06-09,4164,136.52,UPI,Mumbai,Delayed
ORD5239,2024-02-17,5780,166.58,UPI,Bangalore,Delivered
ORD5240,2024-04-23,5717,67.3,COD,Mumbai,Delivered
ORD5241,2024-04-21,1946,134.91,Credit Card,Bangalore,Delivered
ORD5242,2024-03-19,3665,155.49,UPI,Mumbai,Delivered
ORD5243,2024-03-13,1506,271.34,Wallet,Mumbai,Delivered
ORD5244,2024-01-07,1243,85.64,Credit Card,Bangalore,Delivered
ORD5245,2024-06-19,1505,261.67,COD,Delhi,Delivered
ORD5246,2024-03-12,5517,196.83,Credit Card,Hyderabad,Delivered
ORD5247,2024-01-27,4158,15.9,UPI,Hyderabad,Delayed
ORD5248,2024-05-07,4590,220.14,Wallet,Bangalore,Delayed
ORD5249,2024-03-14,2872,20.31,Wallet,Mumbai,Delivered
ORD5250,2024-02-27,4793,299.24,Credit Card,Bangalore,Delivered
ORD5251,2024-03-02,2192,263.06,Wallet,Mumbai,Delivered
ORD5252,2024-02-18,5425,96.23,UPI,Bangalore,Delivered
ORD5253,2024-06-10,5745,84.65,Wallet,Hyderabad,Delivered
ORD5254,2024-02-03,2464,120.62,Wallet,Bangalore,Cancelled
ORD5255,2024-02-13,1390,113.29,Wallet,Hyderabad,Delivered
ORD5256,2024-06-09,5476,117.98,UPI,Hyderabad,Delayed
ORD5257,2024-01-30,4377,102.3,COD,Hyderabad,Delivered
ORD5258,2024-06-27,5837,190.13,Wallet,Bangalore,Delivered
ORD5259,2024-06-29,5915,57.64,COD,Delhi,Delivered
ORD5260,2024-06-17,1672,255.33,Credit Card,Bangalore,Delivered
ORD5261,2024-05-28,3560,245.6,Credit Card,Bangalore,Delivered
ORD5262,2024-03-14,2211,148.18,UPI,Delhi,Delivered
ORD5263,2024-06-11,1929,257.29,UPI,Delhi,Delivered
ORD5264,2024-01-03,2539,81.67,UPI,Hyderabad,Delayed
ORD5265,2024-01-21,1912,15.09,UPI,Mumbai,Delayed
ORD5266,2024-06-08,1643,189.57,COD,Mumbai,Delivered
ORD5267,2024-03-13,5522,142.79,UPI,Hyderabad,Delivered
ORD5268,2024-06-24,1501,174.48,COD,Bangalore,Cancelled
ORD5269,2024-03-05,1729,270.81,Wallet,Mumbai,Delayed
ORD5270,2024-04-01,2283,291.28,Wallet,Bangalore,Delivered
ORD5271,2024-03-11,3118,193.99,Credit Card,Delhi,Delayed
ORD5272,2024-03-01,5552,231.58,Credit Card,Delhi,Delivered
ORD5273,2024-03-08,5386,34.3,COD,Hyderabad,Delivered
ORD5274,2024-01-16,4836,56.61,UPI,Bangalore,Delivered
ORD5275,2024-06-15,1919,222.63,Credit Card,Hyderabad,Delivered
ORD5276,2024-03-28,5050,135.1,COD,Mumbai,Delayed
ORD5277,2024-04-22,3339,139.33,Credit Card,Mumbai,Delivered
ORD5278,2024-02-26,1755,99.5,UPI,Mumbai,Delivered
ORD5279,2024-06-21,2869,186.13,COD,Bangalore,Delayed
ORD5280,2024-01-23,5472,63.7,Credit Card,Hyderabad,Delayed
ORD5281,2024-05-20,1507,191.81,UPI,Hyderabad,Delivered
ORD5282,2024-03-10,2436,60.4,COD,Mumbai,Delivered
ORD5283,2024-04-30,3575,28.51,COD,Hyderabad,Delivered
ORD5284,2024-04-23,4426,105.8,COD,Delhi,Delivered
ORD5285,2024-04-28,1558,77.03,Wallet,Delhi,Delivered
ORD5286,2024-02-05,4102,267.81,COD,Delhi,Delivered
ORD5287,2024-02-21,5516,25.94,Credit Card,Delhi,Delivered
ORD5288,2024-05-11,4622,61.22,COD,Hyderabad,Delayed
ORD5289,2024-05-07,5399,169.13,COD,Delhi,Delayed
ORD5290,2024-04-01,5057,149.51,COD,Delhi,Delivered
ORD5291,2024-03-19,4715,23.3,COD,Delhi,Delivered
ORD5292,2024-01-03,2301,12.1,COD,Delhi,Delayed
ORD5293,2024-04-11,3155,296.54,Wallet,Delhi,Delivered
ORD5294,2024-04-09,1692,201.06,UPI,Bangalore,Delivered
ORD5295,2024-04-29,5350,115.97,Wallet,Bangalore,Delivered
ORD5296,2024-03-11,2478,146.43,Credit Card,Delhi,Delivered
ORD5297,2024-02-29,1256,87.3,UPI,Delhi,Delivered
ORD5298,2024-05-23,3430,110.01,Credit Card,Hyderabad,Delivered
ORD5299,2024-03-17,1441,198.22,COD,Delhi,Delivered
