ticket_id,order_id,issue_type,created_time,resolved_time,status
TKT1505,ORD527,Damaged Item,2024-04-10,2024-04-10 14:00:00,Closed
TKT1506,ORD5963,Damaged Item,2024-03-13,2024-03-13 09:00:00,Closed
TKT1507,ORD270,Refund,2024-04-12,2024-04-12 21:00:00,Closed
TKT1508,ORD8115,Refund,2024-03-13,2024-03-13 14:00:00,Closed
TKT1509,ORD5757,Refund,2024-05-14,2024-05-15 17:00:00,Closed
TKT1510,ORD1651,Refund,2024-04-04,2024-04-06 16:00:00,Closed
TKT1511,ORD7430,Damaged Item,2024-04-26,2024-04-28 13:00:00,Closed
TKT1512,ORD9538,Refund,2024-03-06,2024-03-06 14:00:00,Closed
TKT1513,ORD3571,Refund,2024-05-12,2024-05-13 07:00:00,Closed
TKT1514,ORD4138,Refund,2024-06-08,2024-06-08 09:00:00,Closed
TKT1515,ORD2680,Damaged Item,2024-05-08,2024-05-10 20:00:00,Closed
TKT1516,ORD9090,Damaged Item,2024-03-24,2024-03-25 00:00:00,Closed
TKT1517,ORD3371,Late Delivery,2024-06-29,2024-07-01 06:00:00,Closed
TKT1518,ORD5280,Late Delivery,2024-06-20,2024-06-20 17:00:00,Closed
TKT1519,ORD1404,Wrong Item,2024-03-15,2024-03-16 09:00:00,Closed
TKT1520,ORD8789,Wrong Item,2024-04-02,2024-04-03 10:00:00,Closed
TKT1521,ORD2037,Refund,2024-02-22,2024-02-24 09:00:00,Closed
TKT1522,ORD8571,Damaged Item,2024-06-07,2024-06-09 19:00:00,Closed
TKT1523,ORD5890,Damaged Item,2024-02-02,2024-02-04 10:00:00,Closed
TKT1524,ORD9865,Refund,2024-02-18,2024-02-19 12:00:00,Closed
TKT1525,ORD5841,Late Delivery,2024-05-24,2024-05-24 11:00:00,Closed
TKT1526,ORD3975,Wrong Item,2024-06-07,2024-06-08 01:00:00,Closed
TKT1527,ORD2969,Damaged Item,2024-03-21,2024-03-22 09:00:00,Closed
TKT1528,ORD6154,Refund,2024-06-11,2024-06-11 08:00:00,Closed
TKT1529,ORD789,Refund,2024-03-11,2024-03-12 12:00:00,Closed
TKT1530,ORD9627,Refund,2024-02-06,2024-02-08 06:00:00,Closed
TKT1531,ORD1138,Late Delivery,2024-01-11,2024-01-12 03:00:00,Closed
TKT1532,ORD2444,Damaged Item,2024-06-07,2024-06-07 15:00:00,Closed
TKT1533,ORD3775,Late Delivery,2024-01-12,2024-01-13 10:00:00,Closed
TKT1534,ORD4540,Late Delivery,2024-05-28,2024-05-28 22:00:00,Closed
TKT1535,ORD8106,Wrong Item,2024-04-11,2024-04-11 06:00:00,Closed
TKT1536,ORD4009,Refund,2024-02-19,2024-02-21 02:00:00,Closed
TKT1537,ORD6373,Damaged Item,2024-03-02,2024-03-02 19:00:00,Closed
TKT1538,ORD7387,Wrong Item,2024-05-09,2024-05-09 18:00:00,Closed
TKT1539,ORD3127,Late Delivery,2024-01-16,2024-01-16 11:00:00,Closed
TKT1540,ORD1057,Damaged Item,2024-06-09,2024-06-11 06:00:00,Closed
TKT1541,ORD7857,Late Delivery,2024-04-25,2024-04-27 17:00:00,Closed
TKT1542,ORD3039,Refund,2024-02-08,2024-02-08 14:00:00,Closed
TKT1543,ORD9734,Wrong Item,2024-05-13,2024-05-14 10:00:00,Closed
TKT1544,ORD8363,Late Delivery,2024-05-28,2024-05-30 16:00:00,Closed
TKT1545,ORD652,Damaged Item,2024-01-10,2024-01-11 17:00:00,Closed
TKT1546,ORD3272,Refund,2024-01-26,2024-01-27 12:00:00,Closed
TKT1547,ORD6490,Damaged Item,2024-05-18,2024-05-20 05:00:00,Closed
TKT1548,ORD1149,Wrong Item,2024-06-19,2024-06-20 07:00:00,Closed
TKT1549,ORD2053,Late Delivery,2024-04-12,2024-04-14 14:00:00,Closed
TKT1550,ORD3598,Damaged Item,2024-06-13,2024-06-15 05:00:00,Closed
TKT1551,ORD8142,Wrong Item,2024-04-04,2024-04-04 18:00:00,Closed
TKT1552,ORD6386,Late Delivery,2024-02-24,2024-02-24 07:00:00,Closed
TKT1553,ORD1581,Wrong Item,2024-05-12,2024-05-14 01:00:00,Closed
TKT1554,ORD4041,Refund,2024-05-12,2024-05-13 05:00:00,Closed
TKT1555,ORD5,Wrong Item,2024-05-14,2024-05-15 22:00:00,Closed
TKT1556,ORD4885,Wrong Item,2024-05-07,2024-05-08 17:00:00,Closed
TKT1557,ORD9889,Refund,2024-03-15,2024-03-17 20:00:00,Closed
TKT1558,ORD2969,Wrong Item,2024-05-13,2024-05-13 04:00:00,Closed
TKT1559,ORD2116,Refund,2024-05-20,2024-05-21 07:00:00,Closed
TKT1560,ORD2041,Refund,2024-01-16,2024-01-17 17:00:00,Closed
TKT1561,ORD3541,Damaged Item,2024-01-20,2024-01-20 09:00:00,Closed
TKT1562,ORD6148,Refund,2024-04-18,2024-04-19 09:00:00,Closed
TKT1563,ORD9466,Refund,2024-01-10,2024-01-10 11:00:00,Closed
TKT1564,ORD4171,Wrong Item,2024-06-19,2024-06-20 22:00:00,Closed
TKT1565,ORD2003,Refund,2024-06-19,2024-06-19 18:00:00,Closed
TKT1566,ORD2453,Late Delivery,2024-03-29,2024-03-31 10:00:00,Closed
TKT1567,ORD7155,Refund,2024-01-18,2024-01-20 04:00:00,Closed
TKT1568,ORD1215,Damaged Item,2024-06-04,2024-06-05 04:00:00,Closed
TKT1569,ORD8359,Wrong Item,2024-06-02,2024-06-04 22:00:00,Closed
TKT1570,ORD7774,Refund,2024-04-15,2024-04-17 13:00:00,Closed
TKT1571,ORD6156,Damaged Item,2024-02-26,2024-02-26 08:00:00,Closed
TKT1572,ORD3679,Refund,2024-02-03,2024-02-05 11:00:00,Closed
TKT1573,ORD4615,Late Delivery,2024-02-18,2024-02-20 09:00:00,Closed
TKT1574,ORD8088,Damaged Item,2024-04-23,2024-04-23 19:00:00,Closed
TKT1575,ORD1467,Damaged Item,2024-05-24,2024-05-26 10:00:00,Closed
TKT1576,ORD4877,Wrong Item,2024-04-23,2024-04-24 15:00:00,Closed
TKT1577,ORD4448,Refund,2024-04-27,2024-04-27 15:00:00,Closed
TKT1578,ORD4312,Damaged Item,2024-05-09,2024-05-11 23:00:00,Closed
TKT1579,ORD8623,Wrong Item,2024-04-12,2024-04-12 06:00:00,Closed
TKT1580,ORD328,Refund,2024-02-18,2024-02-19 15:00:00,Closed
TKT1581,ORD8678,Wrong Item,2024-06-29,2024-06-30 14:00:00,Closed
TKT1582,ORD1344,Damaged Item,2024-05-07,2024-05-08 05:00:00,Closed
TKT1583,ORD8474,Damaged Item,2024-03-03,2024-03-04 20:00:00,Closed
TKT1584,ORD5043,Refund,2024-03-21,2024-03-22 22:00:00,Closed
TKT1585,ORD6102,Refund,2024-04-28,2024-04-29 10:00:00,Closed
TKT1586,ORD2422,Late Delivery,2024-01-02,2024-01-03 11:00:00,Closed
TKT1587,ORD3594,Wrong Item,2024-01-30,2024-01-31 03:00:00,Closed
TKT1588,ORD5695,Refund,2024-03-04,2024-03-06 15:00:00,Closed
TKT1589,ORD4102,Wrong Item,2024-05-03,2024-05-03 04:00:00,Closed
TKT1590,ORD2471,Damaged Item,2024-01-16,2024-01-18 15:00:00,Closed
TKT1591,ORD5347,Refund,2024-01-25,2024-01-25 12:00:00,Closed
TKT1592,ORD5458,Refund,2024-01-26,2024-01-27 20:00:00,Closed
TKT1593,ORD1656,Damaged Item,2024-03-19,2024-03-19 11:00:00,Closed
TKT1594,ORD835,Refund,2024-01-23,2024-01-25 03:00:00,Closed
TKT1595,ORD4990,Damaged Item,2024-06-03,2024-06-05 17:00:00,Closed
TKT1596,ORD5225,Late Delivery,2024-06-10,2024-06-11 09:00:00,Closed
TKT1597,ORD314,Wrong Item,2024-02-06,2024-02-06 09:00:00,Closed
TKT1598,ORD532,Late Delivery,2024-06-19,2024-06-19 09:00:00,Closed
TKT1599,ORD3948,Wrong Item,2024-02-07,2024-02-08 14:00:00,Closed
TKT1600,ORD1625,Late Delivery,2024-01-20,2024-01-21 14:00:00,Closed
TKT1601,ORD2972,Damaged Item,2024-01-20,2024-01-20 22:00:00,Closed
TKT1602,ORD89,Late Delivery,2024-02-28,2024-02-28 18:00:00,Closed
TKT1603,ORD1760,Refund,2024-02-11,2024-02-11 15:00:00,Closed
TKT1604,ORD4418,Damaged Item,2024-01-10,2024-01-10 03:00:00,Closed
TKT1605,ORD8977,Wrong Item,2024-03-14,2024-03-16 11:00:00,Closed
TKT1606,ORD1277,Wrong Item,2024-03-31,2024-04-01 22:00:00,Closed
TKT1607,ORD4330,Wrong Item,2024-01-20,2024-01-21 08:00:00,Closed
TKT1608,ORD7301,Refund,2024-04-05,2024-04-06 19:00:00,Closed
TKT1609,ORD5795,Damaged Item,2024-03-28,2024-03-30 12:00:00,Closed
TKT1610,ORD3240,Refund,2024-03-02,2024-03-02 13:00:00,Closed
TKT1611,ORD509,Late Delivery,2024-04-03,2024-04-03 16:00:00,Closed
TKT1612,ORD8246,Damaged Item,2024-05-10,2024-05-11 15:00:00,Closed
TKT1613,ORD7490,Late Delivery,2024-02-01,2024-02-02 08:00:00,Closed
TKT1614,ORD2919,Late Delivery,2024-04-08,2024-04-09 15:00:00,Closed
TKT1615,ORD2102,Late Delivery,2024-06-27,2024-06-29 21:00:00,Closed
TKT1616,ORD5268,Late Delivery,2024-02-16,2024-02-16 08:00:00,Closed
TKT1617,ORD3117,Refund,2024-02-26,2024-02-28 13:00:00,Closed
TKT1618,ORD4558,Damaged Item,2024-01-13,2024-01-13 23:00:00,Closed
TKT1619,ORD5363,Refund,2024-06-29,2024-06-29 07:00:00,Closed
TKT1620,ORD6585,Late Delivery,2024-04-19,2024-04-21 02:00:00,Closed
TKT1621,ORD2595,Late Delivery,2024-05-17,2024-05-18 08:00:00,Closed
TKT1622,ORD7976,Damaged Item,2024-03-07,2024-03-07 17:00:00,Closed
TKT1623,ORD5519,Damaged Item,2024-04-10,2024-04-10 16:00:00,Closed
TKT1624,ORD5414,Wrong Item,2024-02-04,2024-02-04 09:00:00,Closed
TKT1625,ORD678,Wrong Item,2024-05-28,2024-05-29 19:00:00,Closed
TKT1626,ORD3188,Wrong Item,2024-05-19,2024-05-20 09:00:00,Closed
TKT1627,ORD1807,Wrong Item,2024-02-09,2024-02-10 02:00:00,Closed
TKT1628,ORD4555,Wrong Item,2024-05-17,2024-05-17 16:00:00,Closed
TKT1629,ORD368,Refund,2024-01-24,2024-01-26 20:00:00,Closed
TKT1630,ORD6554,Damaged Item,2024-02-21,2024-02-22 17:00:00,Closed
TKT1631,ORD6338,Damaged Item,2024-03-23,2024-03-23 16:00:00,Closed
TKT1632,ORD9329,Refund,2024-02-06,2024-02-07 12:00:00,Closed
TKT1633,ORD3815,Late Delivery,2024-05-17,2024-05-17 09:00:00,Closed
TKT1634,ORD5499,Refund,2024-05-01,2024-05-01 17:00:00,Closed
TKT1635,ORD7450,Damaged Item,2024-01-18,2024-01-19 00:00:00,Closed
TKT1636,ORD2706,Wrong Item,2024-04-29,2024-04-29 06:00:00,Closed
TKT1637,ORD9428,Late Delivery,2024-02-15,2024-02-15 09:00:00,Closed
TKT1638,ORD852,Damaged Item,2024-03-28,2024-03-30 07:00:00,Closed
TKT1639,ORD3940,Damaged Item,2024-04-25,2024-04-25 23:00:00,Closed
TKT1640,ORD760,Wrong Item,2024-01-19,2024-01-19 17:00:00,Closed
TKT1641,ORD7362,Late Delivery,2024-02-17,2024-02-17 16:00:00,Closed
TKT1642,ORD5002,Wrong Item,2024-06-11,2024-06-12 19:00:00,Closed
TKT1643,ORD8475,Late Delivery,2024-05-27,2024-05-28 02:00:00,Closed
TKT1644,ORD9429,Late Delivery,2024-06-29,2024-06-29 06:00:00,Closed
TKT1645,ORD2588,Damaged Item,2024-04-28,2024-04-28 08:00:00,Closed
TKT1646,ORD2715,Wrong Item,2024-06-24,2024-06-24 12:00:00,Closed
TKT1647,ORD7154,Damaged Item,2024-06-17,2024-06-17 23:00:00,Closed
TKT1648,ORD2894,Late Delivery,2024-04-21,2024-04-21 14:00:00,Closed
TKT1649,ORD2230,Damaged Item,2024-05-20,2024-05-20 06:00:00,Closed
TKT1650,ORD4532,Damaged Item,2024-05-23,2024-05-23 20:00:00,Closed
TKT1651,ORD1544,Wrong Item,2024-03-20,2024-03-22 01:00:00,Closed
TKT1652,ORD56,Damaged Item,2024-02-08,2024-02-10 23:00:00,Closed
TKT1653,ORD8901,Late Delivery,2024-03-04,2024-03-04 12:00:00,Closed
TKT1654,ORD2246,Wrong Item,2024-05-01,2024-05-02 09:00:00,Closed
TKT1655,ORD572,Refund,2024-01-26,2024-01-27 02:00:00,Closed
TKT1656,ORD3102,Refund,2024-04-05,2024-04-07 12:00:00,Closed
TKT1657,ORD4177,Late Delivery,2024-06-17,2024-06-18 14:00:00,Closed
TKT1658,ORD300,Wrong Item,2024-04-05,2024-04-06 11:00:00,Closed
TKT1659,ORD5112,Refund,2024-02-10,2024-02-10 13:00:00,Closed
TKT1660,ORD8755,Refund,2024-01-23,2024-01-25 08:00:00,Closed
TKT1661,ORD3995,Wrong Item,2024-01-25,2024-01-25 10:00:00,Closed
TKT1662,ORD5698,Wrong Item,2024-04-02,2024-04-04 20:00:00,Closed
TKT1663,ORD6778,Wrong Item,2024-04-06,2024-04-07 02:00:00,Closed
TKT1664,ORD573,Late Delivery,2024-05-02,2024-05-03 04:00:00,Closed
TKT1665,ORD9897,Late Delivery,2024-05-05,2024-05-07 13:00:00,Closed
TKT1666,ORD9309,Late Delivery,2024-01-25,2024-01-25 23:00:00,Closed
TKT1667,ORD2030,Late Delivery,2024-04-26,2024-04-28 22:00:00,Closed
TKT1668,ORD2140,Late Delivery,2024-02-28,2024-03-01 02:00:00,Closed
TKT1669,ORD9586,Wrong Item,2024-03-10,2024-03-10 23:00:00,Closed
TKT1670,ORD5777,Wrong Item,2024-01-28,2024-01-28 03:00:00,Closed
TKT1671,ORD2313,Damaged Item,2024-06-15,2024-06-16 03:00:00,Closed
TKT1672,ORD4705,Late Delivery,2024-04-29,2024-04-29 22:00:00,Closed
TKT1673,ORD7502,Late Delivery,2024-05-19,2024-05-20 23:00:00,Closed
TKT1674,ORD6996,Damaged Item,2024-05-12,2024-05-14 07:00:00,Closed
TKT1675,ORD9251,Refund,2024-05-02,2024-05-04 19:00:00,Closed
TKT1676,ORD2491,Wrong Item,2024-03-25,2024-03-26 11:00:00,Closed
TKT1677,ORD8652,Refund,2024-01-18,2024-01-19 04:00:00,Closed
TKT1678,ORD7516,Refund,2024-05-08,2024-05-09 20:00:00,Closed
TKT1679,ORD9692,Damaged Item,2024-01-27,2024-01-30 00:00:00,Closed
TKT1680,ORD5991,Wrong Item,2024-02-18,2024-02-18 13:00:00,Closed
TKT1681,ORD7579,Damaged Item,2024-03-24,2024-03-26 10:00:00,Closed
TKT1682,ORD2289,Refund,2024-05-08,2024-05-10 06:00:00,Closed
TKT1683,ORD4539,Damaged Item,2024-05-20,2024-05-22 23:00:00,Closed
TKT1684,ORD4657,Wrong Item,2024-06-29,2024-07-01 16:00:00,Closed
TKT1685,ORD4739,Refund,2024-03-02,2024-03-03 06:00:00,Closed
TKT1686,ORD8608,Refund,2024-04-28,2024-04-28 21:00:00,Closed
TKT1687,ORD6955,Damaged Item,2024-01-12,2024-01-13 20:00:00,Closed
TKT1688,ORD6919,Late Delivery,2024-05-31,2024-06-01 12:00:00,Closed
TKT1689,ORD7779,Wrong Item,2024-03-02,2024-03-02 03:00:00,Closed
TKT1690,ORD1792,Refund,2024-05-03,2024-05-03 15:00:00,Closed
TKT1691,ORD9140,Refund,2024-01-05,2024-01-06 14:00:00,Closed
TKT1692,ORD9791,Damaged Item,2024-01-26,2024-01-27 02:00:00,Closed
TKT1693,ORD1161,Damaged Item,2024-04-11,2024-04-13 13:00:00,Closed
TKT1694,ORD2548,Refund,2024-03-09,2024-03-11 01:00:00,Closed
TKT1695,ORD4294,Wrong Item,2024-01-06,2024-01-07 05:00:00,Closed
TKT1696,ORD3775,Refund,2024-01-26,2024-01-26 23:00:00,Closed
TKT1697,ORD9836,Refund,2024-01-29,2024-01-29 17:00:00,Closed
TKT1698,ORD8802,Wrong Item,2024-04-15,2024-04-17 14:00:00,Closed
TKT1699,ORD8746,Wrong Item,2024-05-09,2024-05-10 05:00:00,Closed
TKT1700,ORD6936,Late Delivery,2024-04-04,2024-04-06 10:00:00,Closed
TKT1701,ORD3210,Wrong Item,2024-02-20,2024-02-20 15:00:00,Closed
TKT1702,ORD8908,Late Delivery,2024-05-10,2024-05-12 23:00:00,Closed
TKT1703,ORD7747,Late Delivery,2024-06-22,2024-06-23 08:00:00,Closed
TKT1704,ORD9063,Refund,2024-01-31,2024-02-01 01:00:00,Closed
TKT1705,ORD6030,Wrong Item,2024-06-22,2024-06-23 14:00:00,Closed
TKT1706,ORD4163,Late Delivery,2024-06-15,2024-06-15 12:00:00,Closed
TKT1707,ORD8170,Wrong Item,2024-06-06,2024-06-06 02:00:00,Closed
TKT1708,ORD8198,Refund,2024-03-12,2024-03-13 09:00:00,Closed
TKT1709,ORD9834,Late Delivery,2024-01-20,2024-01-21 08:00:00,Closed
TKT1710,ORD7389,Wrong Item,2024-02-24,2024-02-25 19:00:00,Closed
TKT1711,ORD8029,Wrong Item,2024-05-21,2024-05-22 20:00:00,Closed
TKT1712,ORD8383,Damaged Item,2024-03-15,2024-03-17 06:00:00,Closed
TKT1713,ORD7869,Damaged Item,2024-01-27,2024-01-29 17:00:00,Closed
TKT1714,ORD8148,Late Delivery,2024-01-26,2024-01-27 00:00:00,Closed
TKT1715,ORD2216,Wrong Item,2024-06-18,2024-06-21 00:00:00,Closed
TKT1716,ORD5688,Wrong Item,2024-04-30,2024-05-02 01:00:00,Closed
TKT1717,ORD7861,Refund,2024-02-12,2024-02-14 06:00:00,Closed
TKT1718,ORD6421,Refund,2024-06-29,2024-06-30 16:00:00,Closed
TKT1719,ORD264,Damaged Item,2024-03-24,2024-03-24 09:00:00,Closed
TKT1720,ORD7118,Wrong Item,2024-06-22,2024-06-24 18:00:00,Closed
TKT1721,ORD7109,Damaged Item,2024-04-02,2024-04-02 16:00:00,Closed
TKT1722,ORD5632,Damaged Item,2024-02-26,2024-02-27 18:00:00,Closed
TKT1723,ORD1259,Wrong Item,2024-06-02,2024-06-04 03:00:00,Closed
TKT1724,ORD1944,Damaged Item,2024-06-12,2024-06-14 11:00:00,Closed
TKT1725,ORD5854,Damaged Item,2024-03-20,2024-03-22 19:00:00,Closed
TKT1726,ORD9937,Wrong Item,2024-01-17,2024-01-17 03:00:00,Closed
TKT1727,ORD7120,Damaged Item,2024-02-04,2024-02-06 03:00:00,Closed
TKT1728,ORD4651,Refund,2024-03-28,2024-03-29 19:00:00,Closed
TKT1729,ORD7670,Refund,2024-05-21,2024-05-21 15:00:00,Closed
TKT1730,ORD2323,Damaged Item,2024-01-08,2024-01-09 21:00:00,Closed
TKT1731,ORD1349,Damaged Item,2024-06-15,2024-06-15 07:00:00,Closed
TKT1732,ORD9532,Refund,2024-01-29,2024-01-29 12:00:00,Closed
TKT1733,ORD4460,Damaged Item,2024-05-19,2024-05-20 17:00:00,Closed
TKT1734,ORD303,Damaged Item,2024-06-27,2024-06-28 15:00:00,Closed
TKT1735,ORD1783,Late Delivery,2024-03-29,2024-03-31 04:00:00,Closed
TKT1736,ORD4242,Damaged Item,2024-05-09,2024-05-09 09:00:00,Closed
TKT1737,ORD3794,Refund,2024-03-03,2024-03-05 06:00:00,Closed
TKT1738,ORD2964,Damaged Item,2024-01-09,2024-01-10 16:00:00,Closed
TKT1739,ORD3357,Damaged Item,2024-03-28,2024-03-28 20:00:00,Closed
TKT1740,ORD8669,Refund,2024-05-07,2024-05-08 04:00:00,Closed
TKT1741,ORD7457,Late Delivery,2024-04-06,2024-04-07 00:00:00,Closed
TKT1742,ORD7170,Refund,2024-02-16,2024-02-17 09:00:00,Closed
TKT1743,ORD7309,Damaged Item,2024-03-23,2024-03-23 18:00:00,Closed
TKT1744,ORD3670,Refund,2024-01-11,2024-01-13 09:00:00,Closed
TKT1745,ORD5538,Wrong Item,2024-04-01,2024-04-02 10:00:00,Closed
TKT1746,ORD7121,Wrong Item,2024-05-09,2024-05-09 04:00:00,Closed
TKT1747,ORD659,Late Delivery,2024-04-26,2024-04-28 19:00:00,Closed
TKT1748,ORD3021,Wrong Item,2024-02-05,2024-02-07 02:00:00,Closed
TKT1749,ORD5069,Refund,2024-03-05,2024-03-05 14:00:00,Closed
TKT1750,ORD9697,Late Delivery,2024-05-13,2024-05-13 21:00:00,Closed
TKT1751,ORD8000,Wrong Item,2024-03-19,2024-03-19 15:00:00,Closed
TKT1752,ORD4405,Damaged Item,2024-01-29,2024-01-30 03:00:00,Closed
TKT1753,ORD8863,Damaged Item,2024-02-23,2024-02-26 00:00:00,Closed
TKT1754,ORD4186,Wrong Item,2024-04-28,2024-04-29 02:00:00,Closed
TKT1755,ORD5257,Wrong Item,2024-06-17,2024-06-17 12:00:00,Closed
TKT1756,ORD179,Late Delivery,2024-05-15,2024-05-16 08:00:00,Closed
TKT1757,ORD4027,Wrong Item,2024-01-03,2024-01-04 12:00:00,Closed
TKT1758,ORD7748,Refund,2024-02-24,2024-02-25 01:00:00,Closed
TKT1759,ORD7627,Wrong Item,2024-01-02,2024-01-04 23:00:00,Closed
TKT1760,ORD7104,Late Delivery,2024-06-17,2024-06-17 18:00:00,Closed
TKT1761,ORD3786,Damaged Item,2024-06-08,2024-06-08 13:00:00,Closed
TKT1762,ORD6590,Damaged Item,2024-05-26,2024-05-27 11:00:00,Closed
TKT1763,ORD1015,Wrong Item,2024-01-07,2024-01-07 09:00:00,Closed
TKT1764,ORD5581,Refund,2024-02-01,2024-02-01 14:00:00,Closed
TKT1765,ORD8872,Late Delivery,2024-05-22,2024-05-24 10:00:00,Closed
TKT1766,ORD7360,Refund,2024-04-17,2024-04-18 07:00:00,Closed
TKT1767,ORD209,Damaged Item,2024-03-21,2024-03-21 06:00:00,Closed
TKT1768,ORD8594,Wrong Item,2024-03-21,2024-03-23 21:00:00,Closed
TKT1769,ORD2912,Wrong Item,2024-01-16,2024-01-17 09:00:00,Closed
TKT1770,ORD8389,Refund,2024-05-19,2024-05-21 01:00:00,Closed
TKT1771,ORD9717,Damaged Item,2024-04-16,2024-04-16 07:00:00,Closed
TKT1772,ORD6025,Late Delivery,2024-04-24,2024-04-25 06:00:00,Closed
TKT1773,ORD8961,Damaged Item,2024-03-14,2024-03-15 19:00:00,Closed
TKT1774,ORD1985,Late Delivery,2024-04-11,2024-04-11 06:00:00,Closed
TKT1775,ORD1863,Late Delivery,2024-02-11,2024-02-12 01:00:00,Closed
TKT1776,ORD1877,Late Delivery,2024-03-05,2024-03-07 02:00:00,Closed
TKT1777,ORD4383,Damaged Item,2024-02-14,2024-02-14 09:00:00,Closed
TKT1778,ORD8119,Refund,2024-05-14,2024-05-14 02:00:00,Closed
TKT1779,ORD8533,Wrong Item,2024-06-03,2024-06-03 08:00:00,Closed
TKT1780,ORD1724,Wrong Item,2024-05-10,2024-05-11 03:00:00,Closed
TKT1781,ORD9519,Wrong Item,2024-02-18,2024-02-20 11:00:00,Closed
TKT1782,ORD5149,Wrong Item,2024-01-29,2024-01-31 13:00:00,Closed
TKT1783,ORD4774,Damaged Item,2024-02-13,2024-02-15 19:00:00,Closed
TKT1784,ORD2746,Wrong Item,2024-05-18,2024-05-19 15:00:00,Closed
TKT1785,ORD6011,Refund,2024-06-04,2024-06-04 02:00:00,Closed
TKT1786,ORD7081,Refund,2024-01-19,2024-01-21 03:00:00,Closed
TKT1787,ORD3303,Late Delivery,2024-05-25,2024-05-25 15:00:00,Closed
TKT1788,ORD3797,Refund,2024-06-20,2024-06-21 16:00:00,Closed
TKT1789,ORD6559,Late Delivery,2024-05-30,2024-05-31 09:00:00,Closed
TKT1790,ORD8038,Damaged Item,2024-06-26,2024-06-28 12:00:00,Closed
TKT1791,ORD9589,Late Delivery,2024-04-03,2024-04-05 21:00:00,Closed
TKT1792,ORD5589,Damaged Item,2024-03-10,2024-03-12 23:00:00,Closed
TKT1793,ORD9252,Late Delivery,2024-04-10,2024-04-10 13:00:00,Closed
TKT1794,ORD7993,Wrong Item,2024-03-19,2024-03-20 10:00:00,Closed
TKT1795,ORD1834,Late Delivery,2024-01-06,2024-01-06 07:00:00,Closed
TKT1796,ORD2416,Late Delivery,2024-05-07,2024-05-08 09:00:00,Closed
TKT1797,ORD4842,Wrong Item,2024-01-29,2024-01-30 04:00:00,Closed
TKT1798,ORD3153,Wrong Item,2024-06-17,2024-06-19 03:00:00,Closed
TKT1799,ORD1594,Wrong Item,2024-02-02,2024-02-02 07:00:00,Closed
TKT1800,ORD5203,Wrong Item,2024-06-28,2024-06-30 09:00:00,Closed
TKT1801,ORD3425,Wrong Item,2024-01-17,2024-01-19 15:00:00,Closed
TKT1802,ORD7884,Wrong Item,2024-05-11,2024-05-12 21:00:00,Closed
TKT1803,ORD4492,Refund,2024-03-26,2024-03-27 08:00:00,Closed
TKT1804,ORD2811,Wrong Item,2024-02-26,2024-02-26 21:00:00,Closed
TKT1805,ORD3593,Refund,2024-05-13,2024-05-15 09:00:00,Closed
TKT1806,ORD4396,Late Delivery,2024-06-18,2024-06-18 11:00:00,Closed
TKT1807,ORD9148,Damaged Item,2024-06-13,2024-06-15 09:00:00,Closed
TKT1808,ORD5114,Refund,2024-01-22,2024-01-24 11:00:00,Closed
TKT1809,ORD4743,Late Delivery,2024-06-04,2024-06-05 14:00:00,Closed
TKT1810,ORD2715,Damaged Item,2024-03-17,2024-03-17 08:00:00,Closed
TKT1811,ORD3259,Late Delivery,2024-02-23,2024-02-24 19:00:00,Closed
TKT1812,ORD8408,Damaged Item,2024-01-05,2024-01-05 15:00:00,Closed
TKT1813,ORD6576,Wrong Item,2024-05-26,2024-05-29 00:00:00,Closed
TKT1814,ORD3400,Refund,2024-02-21,2024-02-22 22:00:00,Closed
TKT1815,ORD6643,Late Delivery,2024-04-28,2024-04-29 10:00:00,Closed
TKT1816,ORD7113,Late Delivery,2024-02-08,2024-02-09 04:00:00,Closed
TKT1817,ORD9346,Damaged Item,2024-06-17,2024-06-18 12:00:00,Closed
TKT1818,ORD157,Refund,2024-03-27,2024-03-27 19:00:00,Closed
TKT1819,ORD6722,Damaged Item,2024-02-08,2024-02-08 06:00:00,Closed
TKT1820,ORD7763,Refund,2024-04-04,2024-04-04 10:00:00,Closed
TKT1821,ORD1204,Late Delivery,2024-05-25,2024-05-26 15:00:00,Closed
TKT1822,ORD154,Damaged Item,2024-02-11,2024-02-12 18:00:00,Closed
TKT1823,ORD198,Late Delivery,2024-02-05,2024-02-07 18:00:00,Closed
TKT1824,ORD4493,Damaged Item,2024-01-22,2024-01-23 20:00:00,Closed
TKT1825,ORD8558,Late Delivery,2024-01-15,2024-01-18 00:00:00,Closed
TKT1826,ORD2019,Late Delivery,2024-02-03,2024-02-04 21:00:00,Closed
TKT1827,ORD8988,Wrong Item,2024-04-24,2024-04-24 22:00:00,Closed
TKT1828,ORD2827,Wrong Item,2024-06-04,2024-06-05 02:00:00,Closed
TKT1829,ORD207,Refund,2024-02-21,2024-02-21 22:00:00,Closed
TKT1830,ORD2887,Damaged Item,2024-04-27,2024-04-29 02:00:00,Closed
TKT1831,ORD1948,Damaged Item,2024-04-27,2024-04-27 08:00:00,Closed
TKT1832,ORD9680,Damaged Item,2024-05-17,2024-05-17 17:00:00,Closed
TKT1833,ORD3108,Wrong Item,2024-02-05,2024-02-06 18:00:00,Closed
TKT1834,ORD149,Wrong Item,2024-05-18,2024-05-18 13:00:00,Closed
TKT1835,ORD29,Wrong Item,2024-05-01,2024-05-03 15:00:00,Closed
