order_id,pick_time,pack_time,ship_time,delivery_time,carrier
ORD4569,2024-01-01 02:00:00,2024-01-01 06:00:00,2024-01-01 14:00:00,2024-01-04 14:00:00,Delhivery
ORD4570,2024-01-20 05:00:00,2024-01-20 08:00:00,2024-01-20 11:00:00,2024-01-23 11:00:00,Delhivery
ORD4571,2024-05-06 01:00:00,2024-05-06 02:00:00,2024-05-06 05:00:00,2024-05-12 05:00:00,BlueDart
ORD4572,2024-05-29 06:00:00,2024-05-29 07:00:00,2024-05-29 15:00:00,2024-06-01 15:00:00,Delhivery
ORD4573,2024-03-31 04:00:00,2024-03-31 07:00:00,2024-03-31 13:00:00,2024-04-02 13:00:00,Delhivery
ORD4574,2024-01-03 02:00:00,2024-01-03 03:00:00,2024-01-03 09:00:00,2024-01-10 09:00:00,Delhivery
ORD4575,2024-02-02 06:00:00,2024-02-02 08:00:00,2024-02-02 18:00:00,2024-02-05 18:00:00,BlueDart
ORD4576,2024-03-12 04:00:00,2024-03-12 05:00:00,2024-03-12 13:00:00,2024-03-14 13:00:00,Ecom Express
ORD4577,2024-04-08 06:00:00,2024-04-08 07:00:00,2024-04-08 15:00:00,2024-04-14 15:00:00,BlueDart
ORD4578,2024-06-19 02:00:00,2024-06-19 03:00:00,2024-06-19 10:00:00,2024-06-23 10:00:00,BlueDart
ORD4579,2024-03-24 01:00:00,2024-03-24 03:00:00,2024-03-24 10:00:00,2024-03-25 10:00:00,Delhivery
ORD4580,2024-03-31 06:00:00,2024-03-31 09:00:00,2024-03-31 11:00:00,2024-04-02 11:00:00,Delhivery
ORD4581,2024-04-06 02:00:00,2024-04-06 05:00:00,2024-04-06 07:00:00,2024-04-08 07:00:00,Delhivery
ORD4582,2024-02-25 05:00:00,2024-02-25 07:00:00,2024-02-25 11:00:00,2024-03-03 11:00:00,Delhivery
ORD4583,2024-06-27 03:00:00,2024-06-27 05:00:00,2024-06-27 09:00:00,2024-06-30 09:00:00,BlueDart
ORD4584,2024-04-06 03:00:00,2024-04-06 07:00:00,2024-04-06 09:00:00,2024-04-10 09:00:00,Ecom Express
ORD4585,2024-06-29 06:00:00,2024-06-29 07:00:00,2024-06-29 09:00:00,2024-07-02 09:00:00,Ecom Express
ORD4586,2024-02-08 06:00:00,2024-02-08 09:00:00,2024-02-08 15:00:00,2024-02-14 15:00:00,Ecom Express
ORD4587,2024-06-13 01:00:00,2024-06-13 03:00:00,2024-06-13 11:00:00,2024-06-14 11:00:00,BlueDart
ORD4588,2024-05-07 04:00:00,2024-05-07 08:00:00,2024-05-07 18:00:00,2024-05-08 18:00:00,Delhivery
ORD4589,2024-02-09 02:00:00,2024-02-09 04:00:00,2024-02-09 11:00:00,2024-02-11 11:00:00,BlueDart
ORD4590,2024-01-05 04:00:00,2024-01-05 07:00:00,2024-01-05 11:00:00,2024-01-07 11:00:00,Ecom Express
ORD4591,2024-03-11 02:00:00,2024-03-11 03:00:00,2024-03-11 09:00:00,2024-03-13 09:00:00,Ecom Express
ORD4592,2024-06-04 03:00:00,2024-06-04 07:00:00,2024-06-04 13:00:00,2024-06-06 13:00:00,BlueDart
ORD4593,2024-05-22 04:00:00,2024-05-22 07:00:00,2024-05-22 12:00:00,2024-05-24 12:00:00,BlueDart
ORD4594,2024-02-27 05:00:00,2024-02-27 07:00:00,2024-02-27 15:00:00,2024-02-29 15:00:00,Ecom Express
ORD4595,2024-04-17 01:00:00,2024-04-17 05:00:00,2024-04-17 09:00:00,2024-04-24 09:00:00,BlueDart
ORD4596,2024-03-06 02:00:00,2024-03-06 05:00:00,2024-03-06 15:00:00,2024-03-08 15:00:00,Delhivery
ORD4597,2024-02-28 01:00:00,2024-02-28 02:00:00,2024-02-28 04:00:00,2024-03-02 04:00:00,Delhivery
ORD4598,2024-01-03 06:00:00,2024-01-03 07:00:00,2024-01-03 17:00:00,2024-01-05 17:00:00,Ecom Express
ORD4599,2024-01-02 06:00:00,2024-01-02 07:00:00,2024-01-02 11:00:00,2024-01-04 11:00:00,BlueDart
ORD4600,2024-01-15 02:00:00,2024-01-15 05:00:00,2024-01-15 14:00:00,2024-01-19 14:00:00,Delhivery
ORD4601,2024-06-01 06:00:00,2024-06-01 10:00:00,2024-06-01 14:00:00,2024-06-02 14:00:00,BlueDart
ORD4602,2024-02-23 02:00:00,2024-02-23 04:00:00,2024-02-23 07:00:00,2024-02-24 07:00:00,Delhivery
ORD4603,2024-04-07 06:00:00,2024-04-07 07:00:00,2024-04-07 14:00:00,2024-04-14 14:00:00,BlueDart
ORD4604,2024-02-28 05:00:00,2024-02-28 08:00:00,2024-02-28 14:00:00,2024-03-02 14:00:00,BlueDart
ORD4605,2024-03-09 04:00:00,2024-03-09 08:00:00,2024-03-09 14:00:00,2024-03-10 14:00:00,Ecom Express
ORD4606,2024-05-22 05:00:00,2024-05-22 06:00:00,2024-05-22 14:00:00,2024-05-23 14:00:00,Delhivery
ORD4607,2024-05-26 04:00:00,2024-05-26 08:00:00,2024-05-26 15:00:00,2024-05-29 15:00:00,Delhivery
ORD4608,2024-06-09 01:00:00,2024-06-09 02:00:00,2024-06-09 11:00:00,2024-06-11 11:00:00,Delhivery
ORD4609,2024-05-22 06:00:00,2024-05-22 09:00:00,2024-05-22 19:00:00,2024-05-24 19:00:00,Delhivery
ORD4610,2024-06-25 04:00:00,2024-06-25 06:00:00,2024-06-25 13:00:00,2024-06-27 13:00:00,Delhivery
ORD4611,2024-04-25 03:00:00,2024-04-25 07:00:00,2024-04-25 17:00:00,2024-04-27 17:00:00,Delhivery
ORD4612,2024-06-07 01:00:00,2024-06-07 03:00:00,2024-06-07 05:00:00,2024-06-08 05:00:00,Ecom Express
ORD4613,2024-03-31 01:00:00,2024-03-31 02:00:00,2024-03-31 06:00:00,2024-04-02 06:00:00,BlueDart
ORD4614,2024-03-14 05:00:00,2024-03-14 08:00:00,2024-03-14 16:00:00,2024-03-16 16:00:00,BlueDart
ORD4615,2024-05-16 02:00:00,2024-05-16 04:00:00,2024-05-16 14:00:00,2024-05-19 14:00:00,Ecom Express
ORD4616,2024-04-19 01:00:00,2024-04-19 02:00:00,2024-04-19 05:00:00,2024-04-21 05:00:00,Ecom Express
ORD4617,2024-04-02 03:00:00,2024-04-02 06:00:00,2024-04-02 14:00:00,2024-04-04 14:00:00,Delhivery
ORD4618,2024-04-23 02:00:00,2024-04-23 05:00:00,2024-04-23 07:00:00,2024-04-25 07:00:00,Ecom Express
ORD4619,2024-01-19 02:00:00,2024-01-19 06:00:00,2024-01-19 16:00:00,2024-01-20 16:00:00,BlueDart
ORD4620,2024-05-18 01:00:00,2024-05-18 03:00:00,2024-05-18 07:00:00,2024-05-20 07:00:00,BlueDart
ORD4621,2024-03-12 02:00:00,2024-03-12 03:00:00,2024-03-12 05:00:00,2024-03-14 05:00:00,Ecom Express
ORD4622,2024-04-06 05:00:00,2024-04-06 09:00:00,2024-04-06 14:00:00,2024-04-07 14:00:00,Ecom Express
ORD4623,2024-03-17 03:00:00,2024-03-17 04:00:00,2024-03-17 11:00:00,2024-03-19 11:00:00,Ecom Express
ORD4624,2024-01-16 05:00:00,2024-01-16 09:00:00,2024-01-16 17:00:00,2024-01-18 17:00:00,Ecom Express
ORD4625,2024-04-28 04:00:00,2024-04-28 06:00:00,2024-04-28 11:00:00,2024-05-01 11:00:00,Delhivery
ORD4626,2024-03-16 04:00:00,2024-03-16 06:00:00,2024-03-16 10:00:00,2024-03-21 10:00:00,Ecom Express
ORD4627,2024-02-04 05:00:00,2024-02-04 08:00:00,2024-02-04 15:00:00,2024-02-05 15:00:00,Delhivery
ORD4628,2024-04-16 01:00:00,2024-04-16 02:00:00,2024-04-16 06:00:00,2024-04-20 06:00:00,BlueDart
ORD4629,2024-06-23 02:00:00,2024-06-23 06:00:00,2024-06-23 10:00:00,2024-06-25 10:00:00,BlueDart
ORD4630,2024-01-12 05:00:00,2024-01-12 06:00:00,2024-01-12 14:00:00,2024-01-15 14:00:00,BlueDart
ORD4631,2024-02-05 02:00:00,2024-02-05 04:00:00,2024-02-05 12:00:00,2024-02-11 12:00:00,Ecom Express
ORD4632,2024-04-05 06:00:00,2024-04-05 09:00:00,2024-04-05 15:00:00,2024-04-06 15:00:00,Delhivery
ORD4633,2024-03-04 02:00:00,2024-03-04 05:00:00,2024-03-04 12:00:00,2024-03-06 12:00:00,Delhivery
ORD4634,2024-04-09 03:00:00,2024-04-09 07:00:00,2024-04-09 12:00:00,2024-04-12 12:00:00,Delhivery
ORD4635,2024-05-29 05:00:00,2024-05-29 09:00:00,2024-05-29 13:00:00,2024-06-05 13:00:00,Delhivery
ORD4636,2024-06-12 01:00:00,2024-06-12 05:00:00,2024-06-12 14:00:00,2024-06-13 14:00:00,Delhivery
ORD4637,2024-03-16 01:00:00,2024-03-16 02:00:00,2024-03-16 10:00:00,2024-03-17 10:00:00,Delhivery
ORD4638,2024-05-21 04:00:00,2024-05-21 07:00:00,2024-05-21 14:00:00,2024-05-22 14:00:00,Delhivery
ORD4639,2024-06-01 01:00:00,2024-06-01 02:00:00,2024-06-01 10:00:00,2024-06-03 10:00:00,BlueDart
ORD4640,2024-02-12 04:00:00,2024-02-12 07:00:00,2024-02-12 17:00:00,2024-02-16 17:00:00,BlueDart
ORD4641,2024-04-20 02:00:00,2024-04-20 03:00:00,2024-04-20 06:00:00,2024-04-23 06:00:00,Delhivery
ORD4642,2024-05-30 03:00:00,2024-05-30 07:00:00,2024-05-30 16:00:00,2024-05-31 16:00:00,Delhivery
ORD4643,2024-03-12 02:00:00,2024-03-12 05:00:00,2024-03-12 15:00:00,2024-03-15 15:00:00,Ecom Express
ORD4644,2024-01-31 04:00:00,2024-01-31 07:00:00,2024-01-31 11:00:00,2024-02-07 11:00:00,Delhivery
ORD4645,2024-06-12 05:00:00,2024-06-12 09:00:00,2024-06-12 11:00:00,2024-06-16 11:00:00,Ecom Express
ORD4646,2024-04-06 01:00:00,2024-04-06 05:00:00,2024-04-06 14:00:00,2024-04-13 14:00:00,BlueDart
ORD4647,2024-04-26 02:00:00,2024-04-26 03:00:00,2024-04-26 12:00:00,2024-04-30 12:00:00,Delhivery
ORD4648,2024-05-17 01:00:00,2024-05-17 02:00:00,2024-05-17 08:00:00,2024-05-20 08:00:00,BlueDart
ORD4649,2024-03-12 02:00:00,2024-03-12 03:00:00,2024-03-12 06:00:00,2024-03-17 06:00:00,BlueDart
ORD4650,2024-04-08 01:00:00,2024-04-08 03:00:00,2024-04-08 12:00:00,2024-04-10 12:00:00,Delhivery
ORD4651,2024-04-17 04:00:00,2024-04-17 07:00:00,2024-04-17 12:00:00,2024-04-24 12:00:00,BlueDart
ORD4652,2024-04-04 06:00:00,2024-04-04 08:00:00,2024-04-04 16:00:00,2024-04-07 16:00:00,Delhivery
ORD4653,2024-01-22 02:00:00,2024-01-22 06:00:00,2024-01-22 11:00:00,2024-01-25 11:00:00,Ecom Express
ORD4654,2024-01-13 04:00:00,2024-01-13 05:00:00,2024-01-13 14:00:00,2024-01-16 14:00:00,Delhivery
ORD4655,2024-03-20 03:00:00,2024-03-20 04:00:00,2024-03-20 09:00:00,2024-03-21 09:00:00,Delhivery
ORD4656,2024-06-01 01:00:00,2024-06-01 02:00:00,2024-06-01 10:00:00,2024-06-03 10:00:00,Ecom Express
ORD4657,2024-02-02 06:00:00,2024-02-02 08:00:00,2024-02-02 14:00:00,2024-02-04 14:00:00,BlueDart
ORD4658,2024-06-12 01:00:00,2024-06-12 05:00:00,2024-06-12 15:00:00,2024-06-13 15:00:00,Delhivery
ORD4659,2024-03-03 03:00:00,2024-03-03 06:00:00,2024-03-03 12:00:00,2024-03-06 12:00:00,BlueDart
ORD4660,2024-01-22 04:00:00,2024-01-22 06:00:00,2024-01-22 10:00:00,2024-01-28 10:00:00,Delhivery
ORD4661,2024-05-24 03:00:00,2024-05-24 05:00:00,2024-05-24 11:00:00,2024-05-28 11:00:00,Delhivery
ORD4662,2024-05-13 01:00:00,2024-05-13 05:00:00,2024-05-13 07:00:00,2024-05-17 07:00:00,BlueDart
ORD4663,2024-04-07 05:00:00,2024-04-07 09:00:00,2024-04-07 12:00:00,2024-04-10 12:00:00,Delhivery
ORD4664,2024-03-05 04:00:00,2024-03-05 07:00:00,2024-03-05 17:00:00,2024-03-06 17:00:00,Delhivery
ORD4665,2024-01-11 05:00:00,2024-01-11 07:00:00,2024-01-11 15:00:00,2024-01-12 15:00:00,BlueDart
ORD4666,2024-02-06 05:00:00,2024-02-06 06:00:00,2024-02-06 10:00:00,2024-02-12 10:00:00,BlueDart
ORD4667,2024-02-08 05:00:00,2024-02-08 07:00:00,2024-02-08 17:00:00,2024-02-14 17:00:00,Delhivery
ORD4668,2024-02-14 03:00:00,2024-02-14 06:00:00,2024-02-14 12:00:00,2024-02-16 12:00:00,Delhivery
ORD4669,2024-01-16 02:00:00,2024-01-16 05:00:00,2024-01-16 15:00:00,2024-01-20 15:00:00,BlueDart
ORD4670,2024-06-13 04:00:00,2024-06-13 06:00:00,2024-06-13 13:00:00,2024-06-15 13:00:00,BlueDart
ORD4671,2024-01-19 03:00:00,2024-01-19 04:00:00,2024-01-19 12:00:00,2024-01-21 12:00:00,BlueDart
ORD4672,2024-05-02 03:00:00,2024-05-02 05:00:00,2024-05-02 08:00:00,2024-05-04 08:00:00,Delhivery
ORD4673,2024-02-28 05:00:00,2024-02-28 09:00:00,2024-02-28 15:00:00,2024-03-02 15:00:00,Delhivery
ORD4674,2024-03-01 03:00:00,2024-03-01 04:00:00,2024-03-01 11:00:00,2024-03-04 11:00:00,Ecom Express
ORD4675,2024-02-28 01:00:00,2024-02-28 02:00:00,2024-02-28 06:00:00,2024-03-01 06:00:00,Delhivery
ORD4676,2024-04-08 02:00:00,2024-04-08 06:00:00,2024-04-08 10:00:00,2024-04-09 10:00:00,BlueDart
ORD4677,2024-05-28 04:00:00,2024-05-28 06:00:00,2024-05-28 13:00:00,2024-05-31 13:00:00,Ecom Express
ORD4678,2024-03-04 01:00:00,2024-03-04 05:00:00,2024-03-04 09:00:00,2024-03-07 09:00:00,Delhivery
ORD4679,2024-06-25 03:00:00,2024-06-25 04:00:00,2024-06-25 14:00:00,2024-06-28 14:00:00,Ecom Express
ORD4680,2024-06-23 02:00:00,2024-06-23 05:00:00,2024-06-23 12:00:00,2024-06-26 12:00:00,Delhivery
ORD4681,2024-03-29 04:00:00,2024-03-29 08:00:00,2024-03-29 12:00:00,2024-03-31 12:00:00,Delhivery
ORD4682,2024-06-17 01:00:00,2024-06-17 05:00:00,2024-06-17 15:00:00,2024-06-22 15:00:00,Delhivery
ORD4683,2024-02-12 05:00:00,2024-02-12 06:00:00,2024-02-12 12:00:00,2024-02-13 12:00:00,Ecom Express
ORD4684,2024-02-09 03:00:00,2024-02-09 05:00:00,2024-02-09 11:00:00,2024-02-12 11:00:00,Ecom Express
ORD4685,2024-05-08 03:00:00,2024-05-08 07:00:00,2024-05-08 17:00:00,2024-05-09 17:00:00,Delhivery
ORD4686,2024-04-10 01:00:00,2024-04-10 04:00:00,2024-04-10 08:00:00,2024-04-15 08:00:00,Delhivery
ORD4687,2024-01-04 01:00:00,2024-01-04 02:00:00,2024-01-04 10:00:00,2024-01-07 10:00:00,Delhivery
ORD4688,2024-01-05 01:00:00,2024-01-05 03:00:00,2024-01-05 05:00:00,2024-01-07 05:00:00,Delhivery
ORD4689,2024-01-23 05:00:00,2024-01-23 09:00:00,2024-01-23 12:00:00,2024-01-25 12:00:00,Delhivery
ORD4690,2024-06-22 05:00:00,2024-06-22 09:00:00,2024-06-22 15:00:00,2024-06-24 15:00:00,Ecom Express
ORD4691,2024-05-14 06:00:00,2024-05-14 10:00:00,2024-05-14 20:00:00,2024-05-20 20:00:00,BlueDart
ORD4692,2024-06-22 03:00:00,2024-06-22 07:00:00,2024-06-22 12:00:00,2024-06-24 12:00:00,Delhivery
ORD4693,2024-01-21 03:00:00,2024-01-21 05:00:00,2024-01-21 15:00:00,2024-01-22 15:00:00,Delhivery
ORD4694,2024-01-09 02:00:00,2024-01-09 03:00:00,2024-01-09 09:00:00,2024-01-12 09:00:00,Delhivery
ORD4695,2024-02-27 01:00:00,2024-02-27 05:00:00,2024-02-27 15:00:00,2024-03-01 15:00:00,Ecom Express
ORD4696,2024-03-07 05:00:00,2024-03-07 06:00:00,2024-03-07 16:00:00,2024-03-09 16:00:00,Ecom Express
ORD4697,2024-05-07 03:00:00,2024-05-07 04:00:00,2024-05-07 09:00:00,2024-05-08 09:00:00,Delhivery
ORD4698,2024-02-29 02:00:00,2024-02-29 04:00:00,2024-02-29 07:00:00,2024-03-01 07:00:00,Ecom Express
ORD4699,2024-03-17 01:00:00,2024-03-17 02:00:00,2024-03-17 11:00:00,2024-03-18 11:00:00,Delhivery
ORD4700,2024-02-12 04:00:00,2024-02-12 08:00:00,2024-02-12 12:00:00,2024-02-17 12:00:00,Ecom Express
ORD4701,2024-06-28 04:00:00,2024-06-28 05:00:00,2024-06-28 10:00:00,2024-06-30 10:00:00,Ecom Express
ORD4702,2024-04-22 04:00:00,2024-04-22 07:00:00,2024-04-22 14:00:00,2024-04-24 14:00:00,Ecom Express
ORD4703,2024-06-21 05:00:00,2024-06-21 09:00:00,2024-06-21 14:00:00,2024-06-23 14:00:00,Ecom Express
ORD4704,2024-05-07 01:00:00,2024-05-07 02:00:00,2024-05-07 06:00:00,2024-05-08 06:00:00,Ecom Express
ORD4705,2024-01-19 03:00:00,2024-01-19 05:00:00,2024-01-19 15:00:00,2024-01-20 15:00:00,BlueDart
ORD4706,2024-01-22 06:00:00,2024-01-22 09:00:00,2024-01-22 15:00:00,2024-01-27 15:00:00,Delhivery
ORD4707,2024-05-09 01:00:00,2024-05-09 02:00:00,2024-05-09 11:00:00,2024-05-16 11:00:00,Delhivery
ORD4708,2024-01-03 03:00:00,2024-01-03 07:00:00,2024-01-03 09:00:00,2024-01-04 09:00:00,Ecom Express
ORD4709,2024-01-20 03:00:00,2024-01-20 07:00:00,2024-01-20 17:00:00,2024-01-23 17:00:00,BlueDart
ORD4710,2024-04-07 02:00:00,2024-04-07 03:00:00,2024-04-07 09:00:00,2024-04-08 09:00:00,Delhivery
ORD4711,2024-05-29 02:00:00,2024-05-29 06:00:00,2024-05-29 13:00:00,2024-05-31 13:00:00,BlueDart
ORD4712,2024-01-12 02:00:00,2024-01-12 04:00:00,2024-01-12 14:00:00,2024-01-13 14:00:00,BlueDart
ORD4713,2024-05-20 04:00:00,2024-05-20 05:00:00,2024-05-20 11:00:00,2024-05-23 11:00:00,Delhivery
ORD4714,2024-03-19 03:00:00,2024-03-19 05:00:00,2024-03-19 12:00:00,2024-03-22 12:00:00,Delhivery
ORD4715,2024-01-14 05:00:00,2024-01-14 08:00:00,2024-01-14 15:00:00,2024-01-17 15:00:00,Ecom Express
ORD4716,2024-01-12 06:00:00,2024-01-12 08:00:00,2024-01-12 14:00:00,2024-01-15 14:00:00,BlueDart
ORD4717,2024-04-12 05:00:00,2024-04-12 07:00:00,2024-04-12 17:00:00,2024-04-19 17:00:00,Ecom Express
ORD4718,2024-03-07 01:00:00,2024-03-07 03:00:00,2024-03-07 05:00:00,2024-03-10 05:00:00,Delhivery
ORD4719,2024-01-11 01:00:00,2024-01-11 05:00:00,2024-01-11 15:00:00,2024-01-14 15:00:00,BlueDart
ORD4720,2024-06-18 03:00:00,2024-06-18 05:00:00,2024-06-18 15:00:00,2024-06-20 15:00:00,Delhivery
ORD4721,2024-01-10 04:00:00,2024-01-10 07:00:00,2024-01-10 11:00:00,2024-01-13 11:00:00,BlueDart
ORD4722,2024-03-18 01:00:00,2024-03-18 03:00:00,2024-03-18 10:00:00,2024-03-21 10:00:00,Ecom Express
ORD4723,2024-05-27 05:00:00,2024-05-27 09:00:00,2024-05-27 12:00:00,2024-05-28 12:00:00,Delhivery
ORD4724,2024-02-27 02:00:00,2024-02-27 03:00:00,2024-02-27 06:00:00,2024-02-28 06:00:00,Delhivery
ORD4725,2024-06-02 01:00:00,2024-06-02 05:00:00,2024-06-02 10:00:00,2024-06-05 10:00:00,Ecom Express
ORD4726,2024-06-17 04:00:00,2024-06-17 08:00:00,2024-06-17 15:00:00,2024-06-23 15:00:00,BlueDart
ORD4727,2024-06-26 01:00:00,2024-06-26 03:00:00,2024-06-26 11:00:00,2024-06-29 11:00:00,BlueDart
ORD4728,2024-06-09 03:00:00,2024-06-09 05:00:00,2024-06-09 08:00:00,2024-06-12 08:00:00,BlueDart
ORD4729,2024-01-14 06:00:00,2024-01-14 10:00:00,2024-01-14 12:00:00,2024-01-15 12:00:00,Delhivery
ORD4730,2024-03-21 06:00:00,2024-03-21 09:00:00,2024-03-21 16:00:00,2024-03-24 16:00:00,Delhivery
ORD4731,2024-04-25 02:00:00,2024-04-25 03:00:00,2024-04-25 08:00:00,2024-04-27 08:00:00,Ecom Express
ORD4732,2024-05-11 03:00:00,2024-05-11 04:00:00,2024-05-11 10:00:00,2024-05-14 10:00:00,Delhivery
ORD4733,2024-05-18 01:00:00,2024-05-18 03:00:00,2024-05-18 12:00:00,2024-05-20 12:00:00,Delhivery
ORD4734,2024-06-21 05:00:00,2024-06-21 08:00:00,2024-06-21 17:00:00,2024-06-23 17:00:00,Ecom Express
ORD4735,2024-05-19 01:00:00,2024-05-19 04:00:00,2024-05-19 12:00:00,2024-05-20 12:00:00,Ecom Express
ORD4736,2024-04-07 06:00:00,2024-04-07 08:00:00,2024-04-07 17:00:00,2024-04-10 17:00:00,Ecom Express
ORD4737,2024-05-13 05:00:00,2024-05-13 09:00:00,2024-05-13 19:00:00,2024-05-19 19:00:00,BlueDart
ORD4738,2024-06-13 05:00:00,2024-06-13 06:00:00,2024-06-13 16:00:00,2024-06-16 16:00:00,Delhivery
ORD4739,2024-02-16 06:00:00,2024-02-16 07:00:00,2024-02-16 13:00:00,2024-02-19 13:00:00,Ecom Express
ORD4740,2024-01-20 03:00:00,2024-01-20 04:00:00,2024-01-20 14:00:00,2024-01-22 14:00:00,Ecom Express
ORD4741,2024-05-10 06:00:00,2024-05-10 08:00:00,2024-05-10 12:00:00,2024-05-11 12:00:00,BlueDart
ORD4742,2024-05-17 06:00:00,2024-05-17 08:00:00,2024-05-17 17:00:00,2024-05-19 17:00:00,Ecom Express
ORD4743,2024-06-22 01:00:00,2024-06-22 05:00:00,2024-06-22 07:00:00,2024-06-23 07:00:00,Delhivery
ORD4744,2024-05-30 03:00:00,2024-05-30 05:00:00,2024-05-30 08:00:00,2024-05-31 08:00:00,Delhivery
ORD4745,2024-04-15 01:00:00,2024-04-15 05:00:00,2024-04-15 07:00:00,2024-04-17 07:00:00,Ecom Express
ORD4746,2024-06-05 03:00:00,2024-06-05 06:00:00,2024-06-05 14:00:00,2024-06-11 14:00:00,BlueDart
ORD4747,2024-04-26 04:00:00,2024-04-26 07:00:00,2024-04-26 11:00:00,2024-05-02 11:00:00,Delhivery
ORD4748,2024-05-13 05:00:00,2024-05-13 06:00:00,2024-05-13 09:00:00,2024-05-19 09:00:00,BlueDart
ORD4749,2024-02-07 05:00:00,2024-02-07 09:00:00,2024-02-07 14:00:00,2024-02-09 14:00:00,Delhivery
ORD4750,2024-06-11 03:00:00,2024-06-11 07:00:00,2024-06-11 09:00:00,2024-06-12 09:00:00,Delhivery
ORD4751,2024-06-20 04:00:00,2024-06-20 07:00:00,2024-06-20 09:00:00,2024-06-21 09:00:00,Ecom Express
ORD4752,2024-02-26 05:00:00,2024-02-26 06:00:00,2024-02-26 08:00:00,2024-02-27 08:00:00,BlueDart
ORD4753,2024-03-31 01:00:00,2024-03-31 05:00:00,2024-03-31 13:00:00,2024-04-07 13:00:00,Ecom Express
ORD4754,2024-02-25 04:00:00,2024-02-25 08:00:00,2024-02-25 17:00:00,2024-02-27 17:00:00,Delhivery
ORD4755,2024-02-01 03:00:00,2024-02-01 05:00:00,2024-02-01 15:00:00,2024-02-03 15:00:00,Ecom Express
ORD4756,2024-02-14 03:00:00,2024-02-14 05:00:00,2024-02-14 10:00:00,2024-02-16 10:00:00,BlueDart
ORD4757,2024-02-23 06:00:00,2024-02-23 10:00:00,2024-02-23 13:00:00,2024-02-24 13:00:00,Delhivery
ORD4758,2024-05-21 04:00:00,2024-05-21 05:00:00,2024-05-21 08:00:00,2024-05-23 08:00:00,Ecom Express
ORD4759,2024-02-11 03:00:00,2024-02-11 05:00:00,2024-02-11 07:00:00,2024-02-13 07:00:00,Ecom Express
ORD4760,2024-03-25 06:00:00,2024-03-25 09:00:00,2024-03-25 11:00:00,2024-03-29 11:00:00,BlueDart
ORD4761,2024-03-06 02:00:00,2024-03-06 04:00:00,2024-03-06 11:00:00,2024-03-08 11:00:00,Delhivery
ORD4762,2024-05-29 05:00:00,2024-05-29 06:00:00,2024-05-29 10:00:00,2024-05-30 10:00:00,Delhivery
ORD4763,2024-02-26 04:00:00,2024-02-26 07:00:00,2024-02-26 17:00:00,2024-02-28 17:00:00,Ecom Express
ORD4764,2024-04-05 06:00:00,2024-04-05 07:00:00,2024-04-05 15:00:00,2024-04-10 15:00:00,Delhivery
ORD4765,2024-01-27 06:00:00,2024-01-27 08:00:00,2024-01-27 12:00:00,2024-01-30 12:00:00,Ecom Express
ORD4766,2024-05-05 03:00:00,2024-05-05 05:00:00,2024-05-05 07:00:00,2024-05-06 07:00:00,Ecom Express
ORD4767,2024-06-16 06:00:00,2024-06-16 10:00:00,2024-06-16 15:00:00,2024-06-19 15:00:00,Delhivery
ORD4768,2024-02-08 02:00:00,2024-02-08 04:00:00,2024-02-08 08:00:00,2024-02-10 08:00:00,Delhivery
ORD4769,2024-06-09 04:00:00,2024-06-09 06:00:00,2024-06-09 14:00:00,2024-06-16 14:00:00,Delhivery
ORD4770,2024-04-02 03:00:00,2024-04-02 04:00:00,2024-04-02 06:00:00,2024-04-05 06:00:00,Delhivery
ORD4771,2024-01-20 05:00:00,2024-01-20 07:00:00,2024-01-20 14:00:00,2024-01-21 14:00:00,BlueDart
ORD4772,2024-03-02 02:00:00,2024-03-02 05:00:00,2024-03-02 13:00:00,2024-03-03 13:00:00,BlueDart
ORD4773,2024-02-25 02:00:00,2024-02-25 03:00:00,2024-02-25 07:00:00,2024-02-26 07:00:00,BlueDart
ORD4774,2024-01-07 01:00:00,2024-01-07 03:00:00,2024-01-07 06:00:00,2024-01-08 06:00:00,Ecom Express
ORD4775,2024-06-22 04:00:00,2024-06-22 08:00:00,2024-06-22 11:00:00,2024-06-23 11:00:00,Delhivery
ORD4776,2024-04-18 06:00:00,2024-04-18 08:00:00,2024-04-18 17:00:00,2024-04-20 17:00:00,BlueDart
ORD4777,2024-01-01 01:00:00,2024-01-01 02:00:00,2024-01-01 08:00:00,2024-01-04 08:00:00,BlueDart
ORD4778,2024-06-10 03:00:00,2024-06-10 05:00:00,2024-06-10 07:00:00,2024-06-14 07:00:00,BlueDart
ORD4779,2024-02-21 06:00:00,2024-02-21 10:00:00,2024-02-21 20:00:00,2024-02-24 20:00:00,Delhivery
ORD4780,2024-05-17 04:00:00,2024-05-17 07:00:00,2024-05-17 15:00:00,2024-05-18 15:00:00,Delhivery
ORD4781,2024-04-25 03:00:00,2024-04-25 07:00:00,2024-04-25 14:00:00,2024-04-27 14:00:00,Delhivery
ORD4782,2024-02-26 03:00:00,2024-02-26 04:00:00,2024-02-26 10:00:00,2024-02-27 10:00:00,BlueDart
ORD4783,2024-01-14 06:00:00,2024-01-14 10:00:00,2024-01-14 20:00:00,2024-01-16 20:00:00,Delhivery
ORD4784,2024-04-02 03:00:00,2024-04-02 07:00:00,2024-04-02 10:00:00,2024-04-04 10:00:00,Ecom Express
ORD4785,2024-03-16 02:00:00,2024-03-16 04:00:00,2024-03-16 12:00:00,2024-03-23 12:00:00,Ecom Express
