order_id,order_date,customer_id,order_value,payment_type,warehouse,order_status,pick_time,pack_time,ship_time,delivery_time,carrier,ticket_id,issue_type,created_time,resolved_time,status,pick_delay_hrs,pack_delay_hrs,ship_delay_hrs,delivery_days,support_resolution_hrs,sla_breached,optimized_resolution
ORD5077,2024-06-03,3988,156.21,COD,Hyderabad,Delivered,2024-06-03 06:00:00,2024-06-03 07:00:00,2024-06-03 17:00:00,2024-06-04 17:00:00,Delhivery,,,,,,6.0,1.0,10.0,1,,False,
ORD5078,2024-02-18,5259,256.25,Credit Card,Mumbai,Cancelled,2024-02-18 04:00:00,2024-02-18 07:00:00,2024-02-18 12:00:00,2024-02-19 12:00:00,BlueDart,TKT1432,Damaged Item,2024-03-29,2024-03-31 14:00:00,Closed,4.0,3.0,5.0,1,62.0,False,62.0
ORD5079,2024-04-24,5243,78.34,Credit Card,Bangalore,Delivered,2024-04-24 06:00:00,2024-04-24 08:00:00,2024-04-24 18:00:00,2024-04-25 18:00:00,Ecom Express,,,,,,6.0,2.0,10.0,1,,False,
ORD5080,2024-06-15,1194,281.2,Credit Card,Hyderabad,Delivered,2024-06-15 06:00:00,2024-06-15 08:00:00,2024-06-15 13:00:00,2024-06-18 13:00:00,Delhivery,TKT2573,Refund,2024-03-16,2024-03-16 02:00:00,Closed,6.0,2.0,5.0,3,2.0,False,1.2
ORD5081,2024-06-11,1662,286.92,UPI,Delhi,Delivered,2024-06-11 01:00:00,2024-06-11 04:00:00,2024-06-11 09:00:00,2024-06-12 09:00:00,BlueDart,,,,,,1.0,3.0,5.0,1,,False,
ORD5082,2024-04-28,1479,288.08,Wallet,Hyderabad,Delivered,2024-04-28 03:00:00,2024-04-28 04:00:00,2024-04-28 11:00:00,2024-05-01 11:00:00,BlueDart,,,,,,3.0,1.0,7.0,3,,False,
ORD5083,2024-06-18,5218,252.89,Credit Card,Delhi,Delivered,2024-06-18 02:00:00,2024-06-18 04:00:00,2024-06-18 09:00:00,2024-06-20 09:00:00,BlueDart,,,,,,2.0,2.0,5.0,2,,False,
ORD5084,2024-03-13,2423,115.51,UPI,Hyderabad,Delayed,2024-03-13 03:00:00,2024-03-13 06:00:00,2024-03-13 11:00:00,2024-03-18 11:00:00,Delhivery,,,,,,3.0,3.0,5.0,5,,True,
ORD5085,2024-03-23,3708,31.08,UPI,Delhi,Delivered,2024-03-23 03:00:00,2024-03-23 05:00:00,2024-03-23 15:00:00,2024-03-24 15:00:00,Delhivery,,,,,,3.0,2.0,10.0,1,,False,
ORD5086,2024-02-06,4175,174.96,Wallet,Bangalore,Delayed,2024-02-06 02:00:00,2024-02-06 04:00:00,2024-02-06 08:00:00,2024-02-13 08:00:00,Delhivery,,,,,,2.0,2.0,4.0,7,,True,
ORD5087,2024-03-21,4814,172.02,UPI,Delhi,Delivered,2024-03-21 03:00:00,2024-03-21 04:00:00,2024-03-21 07:00:00,2024-03-24 07:00:00,Ecom Express,,,,,,3.0,1.0,3.0,3,,False,
ORD5088,2024-03-31,3014,256.49,COD,Bangalore,Cancelled,2024-03-31 05:00:00,2024-03-31 07:00:00,2024-03-31 17:00:00,2024-04-03 17:00:00,BlueDart,TKT576,Wrong Item,2024-04-07,2024-04-09 22:00:00,Closed,5.0,2.0,10.0,3,70.0,False,70.0
ORD5089,2024-04-18,4789,298.84,COD,Bangalore,Delivered,2024-04-18 04:00:00,2024-04-18 08:00:00,2024-04-18 10:00:00,2024-04-21 10:00:00,Ecom Express,,,,,,4.0,4.0,2.0,3,,False,
ORD5090,2024-05-10,5805,157.37,COD,Hyderabad,Delivered,2024-05-10 04:00:00,2024-05-10 05:00:00,2024-05-10 09:00:00,2024-05-11 09:00:00,Delhivery,TKT2515,Wrong Item,2024-05-27,2024-05-27 05:00:00,Closed,4.0,1.0,4.0,1,5.0,False,5.0
ORD5091,2024-01-31,3443,110.11,Wallet,Bangalore,Delivered,2024-01-31 02:00:00,2024-01-31 05:00:00,2024-01-31 08:00:00,2024-02-02 08:00:00,Ecom Express,,,,,,2.0,3.0,3.0,2,,False,
ORD5092,2024-02-20,1911,63.91,UPI,Mumbai,Cancelled,2024-02-20 06:00:00,2024-02-20 09:00:00,2024-02-20 18:00:00,2024-02-21 18:00:00,BlueDart,,,,,,6.0,3.0,9.0,1,,False,
ORD5093,2024-03-28,4213,11.39,COD,Delhi,Delivered,2024-03-28 04:00:00,2024-03-28 07:00:00,2024-03-28 13:00:00,2024-03-29 13:00:00,Delhivery,,,,,,4.0,3.0,6.0,1,,False,
ORD5094,2024-02-07,3364,157.64,Credit Card,Hyderabad,Delivered,2024-02-07 05:00:00,2024-02-07 07:00:00,2024-02-07 17:00:00,2024-02-08 17:00:00,Ecom Express,TKT820,Damaged Item,2024-04-02,2024-04-02 19:00:00,Closed,5.0,2.0,10.0,1,19.0,False,19.0
ORD5095,2024-05-23,4629,171.1,UPI,Bangalore,Delivered,2024-05-23 03:00:00,2024-05-23 05:00:00,2024-05-23 12:00:00,2024-05-26 12:00:00,BlueDart,,,,,,3.0,2.0,7.0,3,,False,
ORD5096,2024-02-13,4472,249.23,COD,Delhi,Delayed,2024-02-13 05:00:00,2024-02-13 06:00:00,2024-02-13 08:00:00,2024-02-20 08:00:00,Delhivery,,,,,,5.0,1.0,2.0,7,,True,
ORD5097,2024-01-29,1680,156.33,UPI,Delhi,Delivered,2024-01-29 03:00:00,2024-01-29 04:00:00,2024-01-29 09:00:00,2024-01-31 09:00:00,Ecom Express,,,,,,3.0,1.0,5.0,2,,False,
ORD5098,2024-04-24,5651,275.78,COD,Mumbai,Delivered,2024-04-24 06:00:00,2024-04-24 08:00:00,2024-04-24 12:00:00,2024-04-25 12:00:00,Ecom Express,,,,,,6.0,2.0,4.0,1,,False,
ORD5099,2024-04-11,1609,192.14,Credit Card,Delhi,Delayed,2024-04-11 03:00:00,2024-04-11 04:00:00,2024-04-11 07:00:00,2024-04-16 07:00:00,Delhivery,TKT613,Late Delivery,2024-02-05,2024-02-05 05:00:00,Closed,3.0,1.0,3.0,5,5.0,True,3.5
ORD5100,2024-05-25,3156,253.7,UPI,Hyderabad,Delayed,2024-05-25 01:00:00,2024-05-25 04:00:00,2024-05-25 13:00:00,2024-05-31 13:00:00,BlueDart,,,,,,1.0,3.0,9.0,6,,True,
ORD5101,2024-03-20,4866,53.01,COD,Hyderabad,Delivered,2024-03-20 03:00:00,2024-03-20 04:00:00,2024-03-20 14:00:00,2024-03-22 14:00:00,Delhivery,,,,,,3.0,1.0,10.0,2,,False,
ORD5102,2024-06-01,1371,258.05,COD,Bangalore,Cancelled,2024-06-01 02:00:00,2024-06-01 05:00:00,2024-06-01 15:00:00,2024-06-04 15:00:00,Ecom Express,,,,,,2.0,3.0,10.0,3,,False,
ORD5103,2024-05-21,1615,205.79,Credit Card,Bangalore,Delivered,2024-05-21 06:00:00,2024-05-21 09:00:00,2024-05-21 13:00:00,2024-05-22 13:00:00,Delhivery,TKT1908,Refund,2024-03-24,2024-03-25 07:00:00,Closed,6.0,3.0,4.0,1,31.0,False,18.599999999999998
ORD5104,2024-05-03,3253,59.37,Credit Card,Hyderabad,Delivered,2024-05-03 01:00:00,2024-05-03 03:00:00,2024-05-03 11:00:00,2024-05-04 11:00:00,Ecom Express,,,,,,1.0,2.0,8.0,1,,False,
ORD5105,2024-05-14,5942,65.03,COD,Delhi,Delivered,2024-05-14 01:00:00,2024-05-14 05:00:00,2024-05-14 09:00:00,2024-05-17 09:00:00,BlueDart,,,,,,1.0,4.0,4.0,3,,False,
ORD5106,2024-04-15,5138,278.69,COD,Delhi,Delivered,2024-04-15 03:00:00,2024-04-15 04:00:00,2024-04-15 14:00:00,2024-04-18 14:00:00,Delhivery,TKT1926,Damaged Item,2024-01-05,2024-01-06 02:00:00,Closed,3.0,1.0,10.0,3,26.0,False,26.0
ORD5107,2024-02-25,1864,19.34,Wallet,Mumbai,Delayed,2024-02-25 01:00:00,2024-02-25 03:00:00,2024-02-25 09:00:00,2024-03-02 09:00:00,BlueDart,,,,,,1.0,2.0,6.0,6,,True,
ORD5108,2024-04-05,2268,144.14,Wallet,Bangalore,Delayed,2024-04-05 05:00:00,2024-04-05 08:00:00,2024-04-05 16:00:00,2024-04-09 16:00:00,Ecom Express,,,,,,5.0,3.0,8.0,4,,True,
ORD5109,2024-04-19,1784,100.91,UPI,Delhi,Delivered,2024-04-19 05:00:00,2024-04-19 06:00:00,2024-04-19 12:00:00,2024-04-20 12:00:00,Ecom Express,,,,,,5.0,1.0,6.0,1,,False,
ORD5110,2024-06-09,5571,202.87,UPI,Delhi,Delivered,2024-06-09 01:00:00,2024-06-09 02:00:00,2024-06-09 11:00:00,2024-06-12 11:00:00,BlueDart,TKT2205,Late Delivery,2024-01-31,2024-01-31 07:00:00,Closed,1.0,1.0,9.0,3,7.0,False,4.8999999999999995
ORD5111,2024-04-11,5178,253.49,Wallet,Bangalore,Delivered,2024-04-11 03:00:00,2024-04-11 04:00:00,2024-04-11 13:00:00,2024-04-13 13:00:00,Ecom Express,,,,,,3.0,1.0,9.0,2,,False,
ORD5112,2024-06-22,3237,114.51,COD,Hyderabad,Delivered,2024-06-22 03:00:00,2024-06-22 07:00:00,2024-06-22 11:00:00,2024-06-25 11:00:00,Delhivery,TKT1659,Refund,2024-02-10,2024-02-10 13:00:00,Closed,3.0,4.0,4.0,3,13.0,False,7.8
ORD5113,2024-03-08,5054,133.8,Credit Card,Delhi,Delivered,2024-03-08 04:00:00,2024-03-08 05:00:00,2024-03-08 14:00:00,2024-03-11 14:00:00,BlueDart,,,,,,4.0,1.0,9.0,3,,False,
ORD5114,2024-04-24,5895,294.76,UPI,Mumbai,Delayed,2024-04-24 01:00:00,2024-04-24 04:00:00,2024-04-24 12:00:00,2024-05-01 12:00:00,Ecom Express,TKT999,Late Delivery,2024-04-07,2024-04-08 18:00:00,Closed,1.0,3.0,8.0,7,42.0,True,29.4
ORD5114,2024-04-24,5895,294.76,UPI,Mumbai,Delayed,2024-04-24 01:00:00,2024-04-24 04:00:00,2024-04-24 12:00:00,2024-05-01 12:00:00,Ecom Express,TKT1808,Refund,2024-01-22,2024-01-24 11:00:00,Closed,1.0,3.0,8.0,7,59.0,True,35.4
ORD5114,2024-04-24,5895,294.76,UPI,Mumbai,Delayed,2024-04-24 01:00:00,2024-04-24 04:00:00,2024-04-24 12:00:00,2024-05-01 12:00:00,Ecom Express,TKT2222,Refund,2024-01-20,2024-01-20 03:00:00,Closed,1.0,3.0,8.0,7,3.0,True,1.7999999999999998
ORD5115,2024-02-17,1935,237.34,COD,Delhi,Delivered,2024-02-17 05:00:00,2024-02-17 07:00:00,2024-02-17 11:00:00,2024-02-20 11:00:00,Delhivery,,,,,,5.0,2.0,4.0,3,,False,
ORD5116,2024-06-07,4980,270.19,Credit Card,Delhi,Delivered,2024-06-07 03:00:00,2024-06-07 07:00:00,2024-06-07 09:00:00,2024-06-09 09:00:00,Ecom Express,,,,,,3.0,4.0,2.0,2,,False,
ORD5117,2024-03-03,3338,137.24,Credit Card,Mumbai,Delivered,2024-03-03 02:00:00,2024-03-03 04:00:00,2024-03-03 11:00:00,2024-03-05 11:00:00,BlueDart,,,,,,2.0,2.0,7.0,2,,False,
ORD5118,2024-03-28,1325,77.88,COD,Hyderabad,Delivered,2024-03-28 03:00:00,2024-03-28 04:00:00,2024-03-28 07:00:00,2024-03-30 07:00:00,BlueDart,,,,,,3.0,1.0,3.0,2,,False,
ORD5119,2024-05-16,2534,129.44,COD,Mumbai,Delivered,2024-05-16 01:00:00,2024-05-16 04:00:00,2024-05-16 08:00:00,2024-05-18 08:00:00,Delhivery,TKT1004,Damaged Item,2024-01-13,2024-01-15 00:00:00,Closed,1.0,3.0,4.0,2,48.0,False,48.0
ORD5120,2024-02-28,4480,217.67,UPI,Mumbai,Delivered,2024-02-28 06:00:00,2024-02-28 10:00:00,2024-02-28 14:00:00,2024-03-01 14:00:00,Ecom Express,,,,,,6.0,4.0,4.0,2,,False,
ORD5121,2024-02-11,4861,41.73,Wallet,Bangalore,Delivered,2024-02-11 05:00:00,2024-02-11 08:00:00,2024-02-11 10:00:00,2024-02-13 10:00:00,BlueDart,,,,,,5.0,3.0,2.0,2,,False,
ORD5122,2024-03-31,2985,88.44,COD,Delhi,Delivered,2024-03-31 06:00:00,2024-03-31 10:00:00,2024-03-31 15:00:00,2024-04-02 15:00:00,Ecom Express,,,,,,6.0,4.0,5.0,2,,False,
ORD5123,2024-04-30,5932,23.52,Wallet,Hyderabad,Delivered,2024-04-30 01:00:00,2024-04-30 05:00:00,2024-04-30 15:00:00,2024-05-01 15:00:00,Delhivery,,,,,,1.0,4.0,10.0,1,,False,
ORD5124,2024-01-18,5603,135.38,UPI,Delhi,Delivered,2024-01-18 06:00:00,2024-01-18 10:00:00,2024-01-18 13:00:00,2024-01-19 13:00:00,Delhivery,,,,,,6.0,4.0,3.0,1,,False,
ORD5125,2024-03-06,3778,249.96,Wallet,Hyderabad,Delivered,2024-03-06 02:00:00,2024-03-06 05:00:00,2024-03-06 12:00:00,2024-03-08 12:00:00,Ecom Express,,,,,,2.0,3.0,7.0,2,,False,
ORD5126,2024-05-15,2270,17.15,Wallet,Mumbai,Delayed,2024-05-15 06:00:00,2024-05-15 08:00:00,2024-05-15 11:00:00,2024-05-22 11:00:00,Delhivery,,,,,,6.0,2.0,3.0,7,,True,
ORD5127,2024-01-18,1640,205.84,Credit Card,Bangalore,Delivered,2024-01-18 03:00:00,2024-01-18 06:00:00,2024-01-18 15:00:00,2024-01-21 15:00:00,Ecom Express,,,,,,3.0,3.0,9.0,3,,False,
ORD5128,2024-03-20,5703,280.42,UPI,Mumbai,Delivered,2024-03-20 01:00:00,2024-03-20 03:00:00,2024-03-20 05:00:00,2024-03-21 05:00:00,Delhivery,TKT1268,Damaged Item,2024-05-01,2024-05-03 17:00:00,Closed,1.0,2.0,2.0,1,65.0,False,65.0
ORD5129,2024-05-15,5078,78.71,COD,Delhi,Delivered,2024-05-15 03:00:00,2024-05-15 07:00:00,2024-05-15 10:00:00,2024-05-17 10:00:00,BlueDart,,,,,,3.0,4.0,3.0,2,,False,
ORD5130,2024-03-18,5661,211.15,Wallet,Bangalore,Delivered,2024-03-18 03:00:00,2024-03-18 06:00:00,2024-03-18 08:00:00,2024-03-19 08:00:00,BlueDart,,,,,,3.0,3.0,2.0,1,,False,
ORD5131,2024-03-09,2367,292.78,UPI,Bangalore,Delivered,2024-03-09 06:00:00,2024-03-09 08:00:00,2024-03-09 17:00:00,2024-03-11 17:00:00,BlueDart,,,,,,6.0,2.0,9.0,2,,False,
ORD5132,2024-06-29,5042,289.06,Credit Card,Delhi,Delivered,2024-06-29 05:00:00,2024-06-29 09:00:00,2024-06-29 11:00:00,2024-07-02 11:00:00,BlueDart,,,,,,5.0,4.0,2.0,3,,False,
ORD5133,2024-01-30,3575,78.13,Credit Card,Hyderabad,Delayed,2024-01-30 05:00:00,2024-01-30 07:00:00,2024-01-30 17:00:00,2024-02-05 17:00:00,Delhivery,TKT907,Late Delivery,2024-06-16,2024-06-18 22:00:00,Closed,5.0,2.0,10.0,6,70.0,True,49.0
ORD5134,2024-01-17,4603,39.1,Wallet,Bangalore,Delivered,2024-01-17 06:00:00,2024-01-17 07:00:00,2024-01-17 11:00:00,2024-01-18 11:00:00,BlueDart,,,,,,6.0,1.0,4.0,1,,False,
ORD5135,2024-06-25,2581,53.0,Wallet,Hyderabad,Delivered,2024-06-25 06:00:00,2024-06-25 09:00:00,2024-06-25 16:00:00,2024-06-27 16:00:00,BlueDart,,,,,,6.0,3.0,7.0,2,,False,
ORD5136,2024-05-23,2986,213.59,COD,Hyderabad,Delivered,2024-05-23 06:00:00,2024-05-23 08:00:00,2024-05-23 10:00:00,2024-05-25 10:00:00,Delhivery,,,,,,6.0,2.0,2.0,2,,False,
ORD5137,2024-01-15,3240,220.47,UPI,Hyderabad,Delivered,2024-01-15 02:00:00,2024-01-15 04:00:00,2024-01-15 11:00:00,2024-01-18 11:00:00,Ecom Express,,,,,,2.0,2.0,7.0,3,,False,
ORD5138,2024-05-16,4966,205.53,COD,Bangalore,Delivered,2024-05-16 05:00:00,2024-05-16 07:00:00,2024-05-16 13:00:00,2024-05-18 13:00:00,Delhivery,,,,,,5.0,2.0,6.0,2,,False,
ORD5139,2024-02-21,3105,107.46,COD,Mumbai,Cancelled,2024-02-21 02:00:00,2024-02-21 06:00:00,2024-02-21 14:00:00,2024-02-23 14:00:00,BlueDart,,,,,,2.0,4.0,8.0,2,,False,
ORD5140,2024-02-25,1128,59.24,Credit Card,Bangalore,Delivered,2024-02-25 01:00:00,2024-02-25 02:00:00,2024-02-25 11:00:00,2024-02-27 11:00:00,Delhivery,,,,,,1.0,1.0,9.0,2,,False,
ORD5141,2024-04-26,5801,178.42,UPI,Mumbai,Delayed,2024-04-26 03:00:00,2024-04-26 05:00:00,2024-04-26 14:00:00,2024-05-02 14:00:00,Delhivery,,,,,,3.0,2.0,9.0,6,,True,
ORD5142,2024-04-15,4996,150.27,COD,Bangalore,Delivered,2024-04-15 05:00:00,2024-04-15 07:00:00,2024-04-15 17:00:00,2024-04-16 17:00:00,Delhivery,,,,,,5.0,2.0,10.0,1,,False,
ORD5143,2024-01-20,1851,221.36,Credit Card,Mumbai,Delivered,2024-01-20 06:00:00,2024-01-20 07:00:00,2024-01-20 17:00:00,2024-01-23 17:00:00,BlueDart,,,,,,6.0,1.0,10.0,3,,False,
ORD5144,2024-04-05,5103,137.99,Wallet,Mumbai,Delivered,2024-04-05 05:00:00,2024-04-05 07:00:00,2024-04-05 11:00:00,2024-04-07 11:00:00,Delhivery,,,,,,5.0,2.0,4.0,2,,False,
ORD5145,2024-06-29,3076,108.21,COD,Bangalore,Delivered,2024-06-29 06:00:00,2024-06-29 09:00:00,2024-06-29 18:00:00,2024-07-01 18:00:00,Delhivery,TKT2974,Refund,2024-04-06,2024-04-08 17:00:00,Closed,6.0,3.0,9.0,2,65.0,False,39.0
ORD5146,2024-04-13,3994,95.11,Wallet,Hyderabad,Delivered,2024-04-13 03:00:00,2024-04-13 04:00:00,2024-04-13 06:00:00,2024-04-14 06:00:00,Delhivery,,,,,,3.0,1.0,2.0,1,,False,
ORD5147,2024-05-02,4744,71.33,UPI,Hyderabad,Delivered,2024-05-02 05:00:00,2024-05-02 07:00:00,2024-05-02 11:00:00,2024-05-03 11:00:00,BlueDart,,,,,,5.0,2.0,4.0,1,,False,
ORD5148,2024-03-19,3756,87.07,COD,Mumbai,Delayed,2024-03-19 03:00:00,2024-03-19 06:00:00,2024-03-19 14:00:00,2024-03-23 14:00:00,Delhivery,,,,,,3.0,3.0,8.0,4,,True,
ORD5149,2024-06-28,2644,37.5,Wallet,Delhi,Cancelled,2024-06-28 06:00:00,2024-06-28 07:00:00,2024-06-28 15:00:00,2024-06-29 15:00:00,Delhivery,TKT1782,Wrong Item,2024-01-29,2024-01-31 13:00:00,Closed,6.0,1.0,8.0,1,61.0,False,61.0
ORD5150,2024-02-25,5371,110.59,Wallet,Delhi,Delivered,2024-02-25 03:00:00,2024-02-25 07:00:00,2024-02-25 14:00:00,2024-02-26 14:00:00,BlueDart,,,,,,3.0,4.0,7.0,1,,False,
ORD5151,2024-04-14,4144,20.61,UPI,Bangalore,Delivered,2024-04-14 02:00:00,2024-04-14 04:00:00,2024-04-14 07:00:00,2024-04-16 07:00:00,Ecom Express,TKT1147,Late Delivery,2024-03-21,2024-03-22 00:00:00,Closed,2.0,2.0,3.0,2,24.0,False,16.799999999999997
ORD5151,2024-04-14,4144,20.61,UPI,Bangalore,Delivered,2024-04-14 02:00:00,2024-04-14 04:00:00,2024-04-14 07:00:00,2024-04-16 07:00:00,Ecom Express,TKT2862,Late Delivery,2024-05-08,2024-05-10 18:00:00,Closed,2.0,2.0,3.0,2,66.0,False,46.199999999999996
ORD5152,2024-01-27,1242,64.06,Credit Card,Bangalore,Delivered,2024-01-27 06:00:00,2024-01-27 07:00:00,2024-01-27 10:00:00,2024-01-28 10:00:00,Delhivery,,,,,,6.0,1.0,3.0,1,,False,
ORD5153,2024-02-23,5085,226.56,Credit Card,Bangalore,Delivered,2024-02-23 01:00:00,2024-02-23 05:00:00,2024-02-23 11:00:00,2024-02-24 11:00:00,Ecom Express,,,,,,1.0,4.0,6.0,1,,False,
ORD5154,2024-04-04,1170,104.39,COD,Delhi,Delayed,2024-04-04 04:00:00,2024-04-04 06:00:00,2024-04-04 15:00:00,2024-04-11 15:00:00,Ecom Express,,,,,,4.0,2.0,9.0,7,,True,
ORD5155,2024-01-31,1652,203.79,Wallet,Hyderabad,Delivered,2024-01-31 06:00:00,2024-01-31 07:00:00,2024-01-31 17:00:00,2024-02-02 17:00:00,Ecom Express,,,,,,6.0,1.0,10.0,2,,False,
ORD5156,2024-03-13,4512,217.9,Credit Card,Bangalore,Delivered,2024-03-13 04:00:00,2024-03-13 07:00:00,2024-03-13 13:00:00,2024-03-14 13:00:00,Delhivery,TKT1854,Damaged Item,2024-01-29,2024-01-31 10:00:00,Closed,4.0,3.0,6.0,1,58.0,False,58.0
ORD5157,2024-01-19,2499,178.54,COD,Bangalore,Delivered,2024-01-19 03:00:00,2024-01-19 06:00:00,2024-01-19 15:00:00,2024-01-20 15:00:00,Delhivery,,,,,,3.0,3.0,9.0,1,,False,
ORD5158,2024-04-27,3099,288.02,Wallet,Hyderabad,Delivered,2024-04-27 05:00:00,2024-04-27 07:00:00,2024-04-27 14:00:00,2024-04-30 14:00:00,Delhivery,,,,,,5.0,2.0,7.0,3,,False,
ORD5159,2024-03-23,3158,16.22,COD,Mumbai,Delivered,2024-03-23 01:00:00,2024-03-23 02:00:00,2024-03-23 11:00:00,2024-03-26 11:00:00,BlueDart,,,,,,1.0,1.0,9.0,3,,False,
ORD5160,2024-06-06,2972,224.21,UPI,Bangalore,Delayed,2024-06-06 02:00:00,2024-06-06 04:00:00,2024-06-06 08:00:00,2024-06-10 08:00:00,BlueDart,,,,,,2.0,2.0,4.0,4,,True,
ORD5161,2024-05-16,4925,288.05,COD,Delhi,Delivered,2024-05-16 06:00:00,2024-05-16 09:00:00,2024-05-16 19:00:00,2024-05-18 19:00:00,Delhivery,,,,,,6.0,3.0,10.0,2,,False,
ORD5162,2024-06-22,3258,260.06,UPI,Delhi,Delivered,2024-06-22 06:00:00,2024-06-22 08:00:00,2024-06-22 18:00:00,2024-06-25 18:00:00,BlueDart,,,,,,6.0,2.0,10.0,3,,False,
ORD5163,2024-03-12,5039,58.69,Wallet,Bangalore,Delivered,2024-03-12 04:00:00,2024-03-12 06:00:00,2024-03-12 13:00:00,2024-03-15 13:00:00,BlueDart,,,,,,4.0,2.0,7.0,3,,False,
ORD5164,2024-05-22,3035,104.78,Wallet,Delhi,Delivered,2024-05-22 04:00:00,2024-05-22 06:00:00,2024-05-22 14:00:00,2024-05-23 14:00:00,Ecom Express,,,,,,4.0,2.0,8.0,1,,False,
ORD5165,2024-03-04,4271,60.01,Wallet,Hyderabad,Delivered,2024-03-04 05:00:00,2024-03-04 09:00:00,2024-03-04 16:00:00,2024-03-07 16:00:00,Ecom Express,,,,,,5.0,4.0,7.0,3,,False,
ORD5166,2024-01-27,1857,184.38,COD,Mumbai,Delayed,2024-01-27 03:00:00,2024-01-27 07:00:00,2024-01-27 09:00:00,2024-02-02 09:00:00,Delhivery,,,,,,3.0,4.0,2.0,6,,True,
ORD5167,2024-04-24,4823,216.53,Wallet,Mumbai,Delayed,2024-04-24 01:00:00,2024-04-24 04:00:00,2024-04-24 08:00:00,2024-04-30 08:00:00,BlueDart,,,,,,1.0,3.0,4.0,6,,True,
ORD5168,2024-04-08,2049,101.95,Wallet,Bangalore,Delivered,2024-04-08 05:00:00,2024-04-08 08:00:00,2024-04-08 14:00:00,2024-04-11 14:00:00,BlueDart,,,,,,5.0,3.0,6.0,3,,False,
ORD5169,2024-06-11,4990,166.46,UPI,Bangalore,Delayed,2024-06-11 03:00:00,2024-06-11 07:00:00,2024-06-11 14:00:00,2024-06-18 14:00:00,BlueDart,,,,,,3.0,4.0,7.0,7,,True,
ORD5170,2024-01-07,1298,210.37,Wallet,Mumbai,Delivered,2024-01-07 03:00:00,2024-01-07 06:00:00,2024-01-07 08:00:00,2024-01-09 08:00:00,Ecom Express,TKT628,Damaged Item,2024-06-11,2024-06-11 02:00:00,Closed,3.0,3.0,2.0,2,2.0,False,2.0
ORD5171,2024-02-14,1923,132.19,Wallet,Mumbai,Delayed,2024-02-14 04:00:00,2024-02-14 07:00:00,2024-02-14 15:00:00,2024-02-18 15:00:00,BlueDart,,,,,,4.0,3.0,8.0,4,,True,
ORD5172,2024-06-10,5232,257.66,Wallet,Bangalore,Delivered,2024-06-10 05:00:00,2024-06-10 08:00:00,2024-06-10 12:00:00,2024-06-11 12:00:00,Delhivery,,,,,,5.0,3.0,4.0,1,,False,
ORD5173,2024-05-27,5306,233.75,Credit Card,Delhi,Delivered,2024-05-27 05:00:00,2024-05-27 09:00:00,2024-05-27 17:00:00,2024-05-30 17:00:00,BlueDart,,,,,,5.0,4.0,8.0,3,,False,
ORD5174,2024-03-15,3799,28.75,Wallet,Bangalore,Cancelled,2024-03-15 05:00:00,2024-03-15 09:00:00,2024-03-15 19:00:00,2024-03-18 19:00:00,Delhivery,TKT1368,Refund,2024-05-07,2024-05-07 04:00:00,Closed,5.0,4.0,10.0,3,4.0,False,2.4
ORD5175,2024-06-11,5875,190.13,COD,Hyderabad,Delivered,2024-06-11 05:00:00,2024-06-11 09:00:00,2024-06-11 12:00:00,2024-06-12 12:00:00,Ecom Express,,,,,,5.0,4.0,3.0,1,,False,
ORD5176,2024-01-30,5062,78.24,UPI,Bangalore,Delayed,2024-01-30 03:00:00,2024-01-30 06:00:00,2024-01-30 16:00:00,2024-02-03 16:00:00,Ecom Express,,,,,,3.0,3.0,10.0,4,,True,
ORD5177,2024-04-20,5045,171.68,Wallet,Bangalore,Delivered,2024-04-20 05:00:00,2024-04-20 07:00:00,2024-04-20 09:00:00,2024-04-21 09:00:00,BlueDart,TKT2809,Refund,2024-06-17,2024-06-19 18:00:00,Closed,5.0,2.0,2.0,1,66.0,False,39.6
ORD5178,2024-06-27,2802,287.5,COD,Bangalore,Delayed,2024-06-27 04:00:00,2024-06-27 08:00:00,2024-06-27 10:00:00,2024-07-01 10:00:00,BlueDart,TKT370,Wrong Item,2024-05-08,2024-05-10 21:00:00,Closed,4.0,4.0,2.0,4,69.0,True,69.0
ORD5178,2024-06-27,2802,287.5,COD,Bangalore,Delayed,2024-06-27 04:00:00,2024-06-27 08:00:00,2024-06-27 10:00:00,2024-07-01 10:00:00,BlueDart,TKT1347,Late Delivery,2024-04-06,2024-04-06 10:00:00,Closed,4.0,4.0,2.0,4,10.0,True,7.0
ORD5178,2024-06-27,2802,287.5,COD,Bangalore,Delayed,2024-06-27 04:00:00,2024-06-27 08:00:00,2024-06-27 10:00:00,2024-07-01 10:00:00,BlueDart,TKT1975,Wrong Item,2024-01-26,2024-01-27 05:00:00,Closed,4.0,4.0,2.0,4,29.0,True,29.0
ORD5179,2024-06-13,3713,264.93,UPI,Bangalore,Delivered,2024-06-13 01:00:00,2024-06-13 02:00:00,2024-06-13 06:00:00,2024-06-14 06:00:00,BlueDart,,,,,,1.0,1.0,4.0,1,,False,
ORD5180,2024-01-27,5506,127.31,UPI,Bangalore,Delivered,2024-01-27 06:00:00,2024-01-27 07:00:00,2024-01-27 12:00:00,2024-01-28 12:00:00,Delhivery,,,,,,6.0,1.0,5.0,1,,False,
ORD5181,2024-02-17,3853,94.54,COD,Bangalore,Delivered,2024-02-17 03:00:00,2024-02-17 05:00:00,2024-02-17 09:00:00,2024-02-19 09:00:00,BlueDart,,,,,,3.0,2.0,4.0,2,,False,
